event_id,prog_id,event_name,event_date,prog_distance_category,cat_name,swim_distance,bike_distance,run_distance,a_swim,a_t1,a_bike,a_t2,a_run,a_total,a_status,a_pos,b_swim,b_t1,b_bike,b_t2,b_run,b_total,b_status,b_pos,a_swim_s,a_t1_s,a_bike_s,a_t2_s,a_run_s,a_total_s,b_swim_s,b_t1_s,b_bike_s,b_t2_s,b_run_s,b_total_s,d_swim,d_t1,d_bike,d_t2,d_run,d_total,year
183787,635484,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,sprint,World Championships,750.0,19100.0,5000.0,00:12:38,00:03:04,00:43:25,00:01:07,00:14:29,01:18:21,FINISH,9,00:13:08,00:04:38,00:36:04,00:01:13,00:13:55,01:08:57,FINISH,3,758.0,184.0,2605.0,67.0,869.0,4701.0,788.0,278.0,2164.0,73.0,835.0,4137.0,-30.0,-94.0,441.0,-6.0,34.0,564.0,2024
188993,674970,2025 World Triathlon Para Championships Wollongong,2025-10-15,sprint,World Championships,750.0,20000.0,5000.0,00:11:34,00:01:25,00:51:38,00:00:47,00:15:48,01:24:50,FINISH,6,00:11:59,00:02:22,00:40:16,00:01:01,00:15:05,01:10:43,FINISH,1,694.0,85.0,3098.0,47.0,948.0,5090.0,719.0,142.0,2416.0,61.0,905.0,4243.0,-25.0,-57.0,682.0,-14.0,43.0,847.0,2025
195136,677513,2026 World Triathlon Para Series Yokohama,2026-05-16,sprint,World Para Series,750.0,17870.0,5000.0,00:11:53,00:01:41,00:34:31,00:00:44,00:13:36,01:06:03,FINISH,6,00:12:15,00:02:24,00:30:28,00:01:08,00:13:24,00:59:39,FINISH,1,713.0,101.0,2071.0,44.0,816.0,3963.0,735.0,144.0,1828.0,68.0,804.0,3579.0,-22.0,-43.0,243.0,-24.0,12.0,384.0,2026
