event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,biketime_sec_outlier,t2time_sec_outlier,bike_pace_s_per_km_outlier,swim_pace_s_per_100m_outlier,bike_speed_kmh_outlier,swimtime_sec_outlier,run_pace_s_per_km_outlier,t1time_sec_outlier,runtime_sec_outlier
173746,582726,47881,Lauren Steadman,Great Britain,FINISH,3.0,00:11:15,00:01:08,00:31:51,00:01:05,00:20:29,01:05:45,PTS5 Women,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,675.0,68.0,1911.0,65.0,1229.0,3945.0,,,,False,675.0,3945.0,3948.0,3948.0,675.0,-3.0,Sprint,90.0,97.5,245.8,36.92307692307692,22.94292923076923,1:05:45,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
175735,596446,115542,Claire Cashmore,Great Britain,FINISH,1.0,00:10:00,00:00:44,00:31:26,00:00:00,00:19:03,01:01:13,PTS5 Women,sprint,2023 World Triathlon Para Cup Alhandra,2023-10-07,World Para Cup,750.0,19950.0,4930.0,600.0,44.0,1886.0,,1143.0,3673.0,,,,False,600.0,3673.0,,,600.0,,Sprint,80.0,94.53634085213032,231.84584178498986,38.08059384941676,23.662176680805942,1:01:13,2023 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
183281,622236,47881,Lauren Steadman,Great Britain,FINISH,1.0,00:11:56,00:01:03,00:35:16,00:00:46,00:17:20,01:06:23,PTS5 Women,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,716.0,63.0,2116.0,46.0,1040.0,3983.0,,,,False,716.0,3983.0,3981.0,3981.0,716.0,2.0,Sprint,95.46666666666667,105.8,208.0,34.02646502835539,21.143058601134218,1:06:23,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183781,630331,111973,Kamylle Frenette,Canada,FINISH,2.0,00:11:05,00:01:12,00:33:45,00:00:45,00:19:31,01:06:18,PTS5 Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,4980.0,665.0,72.0,2025.0,45.0,1171.0,3978.0,,,,False,665.0,3978.0,3978.0,3978.0,665.0,0.0,Sprint,,101.25,235.14056224899596,35.55555555555556,22.09319111111111,1:06:18,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183781,630331,115542,Claire Cashmore,Great Britain,FINISH,1.0,00:11:07,00:01:06,00:32:38,00:00:47,00:20:06,01:05:44,PTS5 Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,4980.0,667.0,66.0,1958.0,47.0,1206.0,3944.0,,,,False,667.0,3944.0,3944.0,3944.0,667.0,0.0,Sprint,,97.9,242.16867469879517,36.77221654749745,22.84918896833504,1:05:44,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183783,634046,115542,Claire Cashmore,Great Britain,FINISH,1.0,00:11:40,00:01:10,00:38:02,00:01:10,00:19:38,01:11:43,PTS5 Women,sprint,2024 World Triathlon Para Cup Besancon,2024-06-15,World Para Cup,750.0,21340.0,5000.0,700.0,70.0,2282.0,70.0,1178.0,4303.0,,,,False,700.0,4303.0,4300.0,4300.0,700.0,3.0,Sprint,93.33333333333333,106.93533270852859,235.6,33.66520595968449,20.918582692375114,1:11:43,2024 World Triathlon Para Cup Besancon,False,False,False,False,False,False,False,False,False
183784,634143,115542,Claire Cashmore,Great Britain,FINISH,1.0,00:11:11,00:01:31,00:37:28,00:00:39,00:18:41,01:09:33,PTS5 Women,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,671.0,91.0,2248.0,39.0,1121.0,4173.0,,,,False,671.0,4173.0,4170.0,4170.0,671.0,3.0,Sprint,89.46666666666667,115.40041067761807,224.2,31.195729537366546,19.38412165836299,1:09:33,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634143,111973,Kamylle Frenette,Canada,FINISH,2.0,00:11:12,00:01:30,00:39:28,00:00:38,00:18:35,01:11:25,PTS5 Women,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,672.0,90.0,2368.0,38.0,1115.0,4285.0,,,,False,672.0,4285.0,4283.0,4283.0,672.0,2.0,Sprint,89.6,121.56057494866529,223.0,29.614864864864863,18.401818195945946,1:11:25,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183785,634245,111973,Kamylle Frenette,Canada,FINISH,1.0,00:11:22,00:00:51,00:35:49,00:00:43,00:19:14,01:07:59,PTS5 Women,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,682.0,51.0,2149.0,43.0,1154.0,4079.0,,,,False,682.0,4079.0,4079.0,4079.0,682.0,0.0,Sprint,89.73684210526316,106.38613861386139,230.8,33.838994881340156,21.026570088413216,1:07:59,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
163894,658399,47881,Lauren Steadman,Great Britain,FINISH,3.0,00:11:47,00:01:05,00:32:47,00:00:41,00:20:25,01:06:45,PTS5 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,707.0,65.0,1967.0,41.0,1225.0,4005.0,,,,False,707.0,4005.0,4005.0,4005.0,707.0,0.0,Sprint,94.26666666666667,98.35,245.0,36.6039654295882,22.744642602948648,1:06:45,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658399,115542,Claire Cashmore,Great Britain,FINISH,2.0,00:11:33,00:01:03,00:33:10,00:00:37,00:19:32,01:05:55,PTS5 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,693.0,63.0,1990.0,37.0,1172.0,3955.0,,,,False,693.0,3955.0,3955.0,3955.0,693.0,0.0,Sprint,92.4,99.5,234.4,36.18090452261306,22.481764824120603,1:05:55,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658399,111973,Kamylle Frenette,Canada,FINISH,4.0,00:12:13,00:00:59,00:36:28,00:00:33,00:19:37,01:09:50,PTS5 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,733.0,59.0,2188.0,33.0,1177.0,4190.0,,,,False,733.0,4190.0,4190.0,4190.0,733.0,0.0,Sprint,97.73333333333333,109.4,235.4,32.90676416819013,20.44730895795247,1:09:50,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658399,85170,Grace Norman,United States,FINISH,1.0,00:11:32,00:01:15,00:32:50,00:00:47,00:18:16,01:04:40,PTS5 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,692.0,75.0,1970.0,47.0,1096.0,3880.0,,,,False,692.0,3880.0,3880.0,3880.0,692.0,0.0,Sprint,92.26666666666667,98.5,219.2,36.54822335025381,22.71000609137056,1:04:40,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
185650,632039,47881,Lauren Steadman,Great Britain,FINISH,2.0,00:11:45,00:01:11,00:31:05,00:00:57,00:20:01,01:04:59,PTS5 Women,sprint,2024 World Triathlon Para Cup Alhandra,2024-10-12,World Para Cup,750.0,19000.0,5000.0,705.0,71.0,1865.0,57.0,1201.0,3899.0,,,,False,705.0,3899.0,3899.0,3899.0,705.0,0.0,Sprint,94.0,98.15789473684211,240.2,36.67560321715818,22.789156246648794,1:04:59,2024 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
185650,632039,85170,Grace Norman,United States,FINISH,1.0,00:11:30,00:01:04,00:31:24,00:01:02,00:18:26,01:03:27,PTS5 Women,sprint,2024 World Triathlon Para Cup Alhandra,2024-10-12,World Para Cup,750.0,19000.0,5000.0,690.0,64.0,1884.0,62.0,1106.0,3807.0,,,,False,690.0,3807.0,3806.0,3806.0,690.0,1.0,Sprint,92.0,99.15789473684211,221.2,36.30573248407644,22.55932929936306,1:03:27,2024 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
183787,635489,115542,Claire Cashmore,Great Britain,FINISH,2.0,00:13:26,00:02:54,00:32:10,00:00:48,00:19:09,01:08:28,PTS5 Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,806.0,174.0,1930.0,48.0,1149.0,4108.0,,,,False,806.0,4108.0,4107.0,4107.0,806.0,1.0,Sprint,107.46666666666667,101.04712041884817,229.8,35.62694300518135,22.13754920207254,1:08:28,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635489,85170,Grace Norman,United States,FINISH,1.0,00:13:29,00:03:19,00:31:26,00:01:00,00:17:51,01:07:05,PTS5 Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,809.0,199.0,1886.0,60.0,1071.0,4025.0,,,,False,809.0,4025.0,4025.0,4025.0,809.0,0.0,Sprint,107.86666666666666,98.74345549738219,214.2,36.45811240721103,22.654013764581126,1:07:05,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635489,47881,Lauren Steadman,Great Britain,FINISH,3.0,00:13:30,00:02:55,00:33:10,00:00:56,00:19:32,01:10:03,PTS5 Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,810.0,175.0,1990.0,56.0,1172.0,4203.0,,,,False,810.0,4203.0,4203.0,4203.0,810.0,0.0,Sprint,108.0,104.18848167539267,234.4,34.552763819095475,21.470085407035175,1:10:03,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
194191,674092,47881,Lauren Steadman,Great Britain,FINISH,1.0,00:11:07,00:01:34,00:34:54,00:00:59,00:20:23,01:08:57,PTS5 Women,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,667.0,94.0,2094.0,59.0,1223.0,4137.0,,,,False,667.0,4137.0,4137.0,4137.0,667.0,0.0,Sprint,88.93333333333334,98.68049010367578,244.6,36.48137535816619,22.668468687679084,1:08:57,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674469,85170,Grace Norman,United States,FINISH,1.0,00:11:30,00:00:38,00:35:14,00:00:51,00:17:48,01:06:02,PTS5 Women,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,690.0,38.0,2114.0,51.0,1068.0,3962.0,,,,False,690.0,3962.0,3961.0,3961.0,690.0,1.0,Sprint,92.0,100.66666666666667,213.6,35.76158940397351,22.221214569536425,1:06:02,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194213,674449,85170,Grace Norman,United States,FINISH,1.0,00:11:18,00:01:20,00:33:39,00:00:58,00:18:15,01:05:30,PTS5 Women,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,678.0,80.0,2019.0,58.0,1095.0,3930.0,,,,False,678.0,3930.0,3930.0,3930.0,678.0,0.0,Sprint,90.4,106.82539682539684,219.0,33.6998514115899,20.940110371471025,1:05:30,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194208,674527,85170,Grace Norman,United States,FINISH,1.0,00:11:27,00:00:50,00:31:31,00:00:52,00:17:23,01:02:03,PTS5 Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,687.0,50.0,1891.0,52.0,1043.0,3723.0,,,,False,687.0,3723.0,3723.0,3723.0,687.0,0.0,Sprint,91.6,92.69607843137256,208.6,38.83659439450027,24.131933495505027,1:02:03,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
188993,674965,85170,Grace Norman,United States,FINISH,1.0,00:11:04,00:01:12,00:34:06,00:00:45,00:18:17,01:05:24,PTS5 Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,664.0,72.0,2046.0,45.0,1097.0,3924.0,,,,False,664.0,3924.0,3924.0,3924.0,664.0,0.0,Standard,,,,,,1:05:24,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674965,47881,Lauren Steadman,Great Britain,FINISH,3.0,00:11:26,00:01:25,00:36:08,00:00:44,00:20:43,01:10:26,PTS5 Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,686.0,85.0,2168.0,44.0,1243.0,4226.0,,,,False,686.0,4226.0,4226.0,4226.0,686.0,0.0,Standard,,,,,,1:10:26,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
194930,674983,47881,Lauren Steadman,Great Britain,FINISH,1.0,00:11:59,00:01:18,00:30:08,00:00:41,00:18:41,01:02:45,PTS5 Women,sprint,2025 World Triathlon Para Cup Alanya,2025-10-26,World Para Cup,750.0,18750.0,4580.0,719.0,78.0,1808.0,41.0,1121.0,3765.0,,,,False,719.0,3765.0,3767.0,3767.0,719.0,-2.0,Sprint,95.86666666666666,96.42666666666666,244.75982532751092,37.334070796460175,23.198308904867254,1:02:45,2025 World Triathlon Para Cup Alanya,False,False,False,False,False,False,False,False,False
