event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,swimtime_sec_outlier,biketime_sec_outlier,run_pace_s_per_km_outlier,t1time_sec_outlier,bike_pace_s_per_km_outlier,runtime_sec_outlier,bike_speed_kmh_outlier,swim_pace_s_per_100m_outlier,t2time_sec_outlier
194213,674441,136177,Thibaut Rigaudeau B3,France,FINISH,1.0,00:09:52,00:01:05,00:29:16,00:00:48,00:17:43,01:01:35,PTVI Men,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,592.0,65.0,1756.0,48.0,1063.0,3695.0,B3,161.0,2025.0,True,592.0,3695.0,3524.0,3524.0,592.0,171.0,Sprint,78.93333333333334,92.91005291005291,212.6,38.747152619589976,24.07635697038724,1:01:35,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194208,674519,136177,Thibaut Rigaudeau B3,France,DNS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,PTVI Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,,,,,,,B3,161.0,2025.0,True,,,,,,,Sprint,,,,,,,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194855,674874,79400,Dave Ellis B3,Great Britain,FINISH,1.0,00:10:15,00:01:05,00:24:58,00:00:47,00:16:10,00:56:05,PTVI Men,sprint,2025 World Triathlon Para Cup Tata,2025-07-19,World Para Cup,750.0,18000.0,5000.0,615.0,65.0,1498.0,47.0,970.0,3365.0,B3,161.0,2025.0,True,615.0,3365.0,3195.0,3195.0,615.0,170.0,Sprint,82.0,83.22222222222223,194.0,43.257676902536716,26.87906595460614,56:05,2025 World Triathlon Para Cup Tata,False,False,False,False,False,False,False,False,False
194856,674894,132450,Owen Cravens B3,United States,FINISH,3.0,00:12:40,00:00:56,00:25:47,00:00:47,00:17:33,01:00:36,PTVI Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,760.0,56.0,1547.0,47.0,1053.0,3636.0,B3,161.0,2025.0,True,760.0,3636.0,3463.0,3463.0,760.0,173.0,Sprint,,80.99476439790575,210.6,44.447317388493865,27.61827405300582,1:00:36,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
194856,674894,79400,Dave Ellis B3,Great Britain,FINISH,1.0,00:11:56,00:00:56,00:25:38,00:00:43,00:15:36,00:57:42,PTVI Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,716.0,56.0,1538.0,43.0,936.0,3462.0,B3,161.0,2025.0,True,716.0,3462.0,3289.0,3289.0,716.0,173.0,Sprint,,80.52356020942408,187.2,44.707412223667106,27.779889440832253,57:42,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
188993,674972,79400,Dave Ellis B3,Great Britain,FINISH,1.0,00:09:47,00:00:54,00:29:09,00:00:33,00:16:05,00:59:20,PTVI Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,587.0,54.0,1749.0,33.0,965.0,3560.0,B3,161.0,2025.0,True,587.0,3560.0,3388.0,3388.0,587.0,172.0,Standard,,,,,,59:20,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674972,132450,Owen Cravens B3,United States,DNF,,00:09:51,00:00:55,00:00:00,00:00:00,00:00:00,DNF,PTVI Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,,,,,,,B3,161.0,2025.0,True,,,,,,,Standard,,,,,,,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674972,113760,Antoine Perel B1,France,FINISH,2.0,00:11:04,00:00:57,00:29:50,00:00:30,00:17:18,00:59:40,PTVI Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,664.0,57.0,1790.0,30.0,1038.0,3580.0,B1,161.0,2025.0,False,664.0,3580.0,3579.0,3579.0,664.0,1.0,Standard,,,,,,59:40,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674972,89631,Héctor Catalá Laparra B2,Spain,FINISH,7.0,00:10:09,00:00:57,00:35:13,00:00:35,00:17:28,01:07:13,PTVI Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,609.0,57.0,2113.0,35.0,1048.0,4033.0,B2,161.0,2025.0,True,609.0,4033.0,3862.0,3862.0,609.0,171.0,Standard,,,,,,1:07:13,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674972,136177,Thibaut Rigaudeau B3,France,FINISH,5.0,00:10:12,00:00:57,00:29:49,00:00:37,00:17:15,01:01:42,PTVI Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,612.0,57.0,1789.0,37.0,1035.0,3702.0,B3,161.0,2025.0,True,612.0,3702.0,3530.0,3530.0,612.0,172.0,Standard,,,,,,1:01:42,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
