event_id,prog_id,event_name,tier,distance,error_type,athlete_id,athlete_full_name,predicted_rank,actual_rank,rank_error,pred_total_sec,actual_total_sec,pred_finish_pct,n_field,event_p10
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,missed,160772,,21,6,15,3112.632715832351,3082.0,0.3721665529368981,58,0.6
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,missed,165174,,14,9,5,3125.6515479393847,3094.0,0.30755152982302675,58,0.6
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,80601,,6,35,-29,3093.2019937054324,3239.0,0.20688534872148395,58,0.6
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,158362,,7,15,-8,3169.717503547899,3120.0,0.16944944808169768,58,0.6
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,98547,,7,24,-17,3171.634566107864,3142.0,0.20216371006377493,58,0.6
194207,674180,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,92397,,9,11,-2,3151.271376543221,3107.0,0.2925723127187622,58,0.6
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,missed,173756,,10,2,8,3076.6333237301237,3208.0,0.2213191449298098,58,0.7
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,missed,98124,,13,8,5,3166.857861888316,3242.0,0.30409733500493946,58,0.7
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,missed,159183,,13,9,4,3050.026143342924,3244.0,0.3684185366145192,58,0.7
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,false_alarm,83081,,9,44,-35,3045.948516242853,3437.0,0.25347860298623126,58,0.7
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,false_alarm,93402,,7,16,-9,3088.6023884269443,3277.0,0.2438598748806344,58,0.7
195093,676493,2025 World Triathlon Cup Florianopolis,2,sprint,false_alarm,132948,,10,14,-4,3109.964077099445,3267.0,0.30232125135663046,58,0.7
194207,674181,2025 World Triathlon Cup Tongyeong,2,sprint,missed,132893,,11,9,2,3536.9287195040115,3552.0,0.3825398867337275,48,0.8
194207,674181,2025 World Triathlon Cup Tongyeong,2,sprint,missed,64903,,14,8,6,3546.391485240339,3545.0,0.42632960535395714,48,0.8
194207,674181,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,79637,,4,16,-12,3555.6737257752793,3585.0,0.2883759712617279,48,0.8
194207,674181,2025 World Triathlon Cup Tongyeong,2,sprint,false_alarm,124901,,9,15,-6,3564.239523823402,3576.0,0.3311012430338894,48,0.8
195093,676494,2025 World Triathlon Cup Florianopolis,2,sprint,missed,124520,,19,8,11,3584.4160944458476,3635.0,0.5415173043303874,33,0.8
195093,676494,2025 World Triathlon Cup Florianopolis,2,sprint,missed,139912,,15,10,5,3618.038132723227,3644.0,0.4179550705284116,33,0.8
195093,676494,2025 World Triathlon Cup Florianopolis,2,sprint,false_alarm,124609,,8,32,-24,3585.3406063470115,4056.0,0.3206623484724351,33,0.8
195093,676494,2025 World Triathlon Cup Florianopolis,2,sprint,false_alarm,81882,,7,12,-5,3525.216535727205,3653.0,0.29597745928001096,33,0.8
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,166568,,12,7,5,3268.031946603728,3387.0,0.3611424085636719,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,158867,,22,9,13,3470.71680083122,3392.0,0.42206075719160996,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,158456,,23,8,15,3333.698907266007,3387.0,0.46796866654753005,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,171485,,12,5,7,3315.3366485109686,3379.0,0.2964543495778522,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,132947,,8,13,-5,3324.056388923594,3425.0,0.29506936648422327,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,172565,,10,34,-24,3387.068549620999,3569.0,0.30859365961446344,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,93494,,9,25,-16,3257.1249682036437,3492.0,0.24005905667277322,50,0.6
194288,673897,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,158271,,7,11,-4,3290.2631646253685,3409.0,0.21926988628913271,50,0.6
194288,673898,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,159181,,19,10,9,3768.5495592795633,3882.0,0.432334637257366,31,0.8
194288,673898,2025 Africa Triathlon Premium Cup Larache,3,sprint,missed,141381,,19,9,10,3698.9776390368625,3879.0,0.4488105579027952,31,0.8
194288,673898,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,83986,,10,17,-7,3756.344038902199,3961.0,0.39160856131270994,31,0.8
194288,673898,2025 Africa Triathlon Premium Cup Larache,3,sprint,false_alarm,70988,,4,12,-8,3827.0262616192795,3915.0,0.16837435752534494,31,0.8
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,missed,55960,,12,10,2,3193.363039130485,3377.0,0.24792204929237746,66,0.7
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,missed,178178,,17,5,12,3219.3378978204496,3347.0,0.3161529930105414,66,0.7
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,missed,190835,,13,1,12,3199.9730830549274,3331.0,0.3031477417944334,66,0.7
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,false_alarm,103256,,9,12,-3,3214.82117766107,3384.0,0.1647917094994043,66,0.7
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,false_alarm,103075,,5,23,-18,3150.1009447013735,3419.0,0.12013857475551327,66,0.7
194916,673902,2025 Americas Triathlon Cup Magog,3,sprint,false_alarm,41831,,9,11,-2,3184.6614496250777,3378.0,0.23144830952828319,66,0.7
194916,673903,2025 Americas Triathlon Cup Magog,3,sprint,missed,175113,,13,7,6,3769.980553565534,3811.0,0.39634776867021726,41,0.9
194916,673903,2025 Americas Triathlon Cup Magog,3,sprint,false_alarm,175217,,8,12,-4,3625.391135695096,3914.0,0.33950394023519087,41,0.9
194870,674270,2025 Americas Triathlon Cup Montreal,3,sprint,missed,103256,,14,8,6,3324.217393699021,3133.0,0.2815173452522717,66,0.8
194870,674270,2025 Americas Triathlon Cup Montreal,3,sprint,missed,142828,,12,10,2,3349.440109147592,3141.0,0.2832489338536817,66,0.8
194870,674270,2025 Americas Triathlon Cup Montreal,3,sprint,false_alarm,55960,,8,23,-15,3331.9797388705633,3185.0,0.2232925352571045,66,0.8
194870,674270,2025 Americas Triathlon Cup Montreal,3,sprint,false_alarm,98126,,8,16,-8,3278.805509933921,3168.0,0.24454186448018775,66,0.8
194870,674271,2025 Americas Triathlon Cup Montreal,3,sprint,missed,167043,,15,9,6,3796.4328649241656,3518.0,0.448653077784225,53,0.9
194870,674271,2025 Americas Triathlon Cup Montreal,3,sprint,false_alarm,143348,,10,16,-6,3574.7459690159394,3589.0,0.35066039021742773,53,0.9
194968,675220,2025 Americas Triathlon Cup Kelowna,3,sprint,missed,113383,,17,8,9,3322.98642284675,3241.0,0.37172556432165393,61,0.9
194968,675220,2025 Americas Triathlon Cup Kelowna,3,sprint,false_alarm,12773,,8,16,-8,3285.169611405708,3277.0,0.21106992950022443,61,0.9
194968,675221,2025 Americas Triathlon Cup Kelowna,3,sprint,missed,190929,,14,9,5,3653.6815820660318,3720.0,0.467862912089686,39,0.8
194968,675221,2025 Americas Triathlon Cup Kelowna,3,sprint,missed,124447,,16,6,10,3567.990870075847,3698.0,0.4223744767639562,39,0.8
194968,675221,2025 Americas Triathlon Cup Kelowna,3,sprint,false_alarm,175217,,10,13,-3,3603.7033125463345,3739.0,0.36283583960636456,39,0.8
194968,675221,2025 Americas Triathlon Cup Kelowna,3,sprint,false_alarm,124359,,8,15,-7,3681.278866488728,3758.0,0.22698940041974244,39,0.8
194442,673932,2025 Africa Triathlon Cup Oran,3,sprint,missed,110704,,12,4,8,3417.245336896468,3187.0,0.43785473269955943,23,0.8
194442,673932,2025 Africa Triathlon Cup Oran,3,sprint,missed,160745,,11,10,1,3464.5505314192465,3220.0,0.4819360827032496,23,0.8
194442,673932,2025 Africa Triathlon Cup Oran,3,sprint,false_alarm,113747,,10,11,-1,3408.597039137131,3223.0,0.3524780992814461,23,0.8
194442,673932,2025 Africa Triathlon Cup Oran,3,sprint,false_alarm,106804,,3,13,-10,3341.552685410384,3240.0,0.19081648600592463,23,0.8
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,missed,161242,,12,10,2,3924.0359947974725,3601.0,0.5584104475761534,17,0.7
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,missed,95518,,14,9,5,4001.433352137312,3588.0,0.5537185731409809,17,0.7
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,missed,160951,,13,7,6,4019.4904579105887,3574.0,0.6049592483457132,17,0.7
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,false_alarm,148768,,8,12,-4,4071.1521327014216,3603.0,0.403163021132568,17,0.7
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,false_alarm,89986,,10,15,-5,3939.930832222828,3845.0,0.462905842233738,17,0.7
194442,673933,2025 Africa Triathlon Cup Oran,3,sprint,false_alarm,162670,,10,14,-4,3757.3378188064353,3725.0,0.4517214064888334,17,0.7
194744,674340,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,186340,,13,10,3,3372.3198606716987,3238.0,0.2748720247147495,66,0.8
194744,674340,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,144247,,11,3,8,3315.348267775811,3147.0,0.21587445669151153,66,0.8
194744,674340,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,163850,,2,15,-13,3320.165713061025,3251.0,0.11228389979224779,66,0.8
194744,674340,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,163852,,5,16,-11,3358.5385009775882,3265.0,0.11572456763413992,66,0.8
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,194236,,22,8,14,3809.278304094594,3641.0,0.40140835124915314,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,86333,,14,10,4,3833.144129819755,3647.0,0.28377984761666514,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,166118,,16,7,9,3891.33737019506,3636.0,0.37666012888208206,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,missed,84143,,18,5,13,3927.658029888914,3626.0,0.4096344029524346,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,109512,,10,11,-1,3799.6132955954076,3653.0,0.2186059904446158,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,104179,,4,12,-8,3750.443245569911,3655.0,0.1609620546559751,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,6780,,9,21,-12,3806.6083041269594,3723.0,0.23109806617880815,55,0.6
194744,674341,2025 Asia Triathlon Cup Gamagori,3,sprint,false_alarm,177997,,2,27,-25,3699.803583875155,3744.0,0.09533290193656202,55,0.6
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,144817,,11,4,7,3357.727084253236,3274.0,0.31858490220020835,47,0.7
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,125002,,16,9,7,3368.149357194032,3290.0,0.38449047275995185,47,0.7
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,175773,,19,8,11,3413.9164172951396,3289.0,0.3665036345470148,47,0.7
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,135249,,6,13,-7,3366.263338818188,3305.0,0.2703351762798255,47,0.7
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,133261,,9,22,-13,3392.857155576043,3353.0,0.2883565051875189,47,0.7
194294,673942,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,116926,,7,30,-23,3342.321296827462,3444.0,0.27273086306770716,47,0.7
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,158865,,20,4,16,3523.204015562068,3699.0,0.7064508606672749,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,132194,,13,8,5,3716.3863908085823,3742.0,0.5454902487338837,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,137277,,12,9,3,3634.5337880514417,3760.0,0.5015265673886312,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,missed,160951,,19,6,13,3586.9948083119775,3715.0,0.7204544886746923,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,128034,,10,12,-2,3494.6633862530894,3792.0,0.41906095234210905,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,190635,,4,18,-14,3555.8352768967115,3931.0,0.30235389543522745,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,163834,,9,16,-7,3526.6380451882956,3860.0,0.4327178699262478,20,0.6
194294,673943,2025 Africa Triathlon Cup Taghazout,3,sprint,false_alarm,185074,,7,11,-4,3318.108659413394,3785.0,0.33035046776020266,20,0.6
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,missed,136122,,12,9,3,6852.963901511593,6341.0,0.5673146259905747,18,0.7
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,missed,168926,,13,8,5,3920.3830769230763,6335.0,0.6769701637026426,18,0.7
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,missed,116919,,15,10,5,7369.193861212441,6348.0,0.6168189105555485,18,0.7
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,false_alarm,171490,,7,13,-6,7108.6222733716495,6477.0,0.4561028835248612,18,0.7
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,false_alarm,136780,,9,12,-3,7265.217005456002,6420.0,0.5640289969904984,18,0.7
194741,674345,2025 Asia Triathlon Cup Turkestan,3,standard,false_alarm,170774,,10,17,-7,3313.7995260663506,6713.0,0.5106096939539473,18,0.7
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,missed,143481,,16,10,6,3271.6328323370885,3208.0,0.22463207495382473,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,missed,169892,,19,8,11,3287.436401999062,3158.0,0.2814455293554386,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,missed,109796,,21,6,15,3325.289390438452,3148.0,0.356236611198014,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,missed,113383,,14,7,7,3273.0861617386763,3156.0,0.24803716130844458,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,124696,,10,22,-12,3217.278190287584,3269.0,0.19601929639447102,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,6777,,6,12,-6,3353.738471994834,3219.0,0.15367027348593923,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,144053,,3,16,-13,3269.9525897381473,3235.0,0.03961515188124363,56,0.6
194743,673957,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,102726,,8,13,-5,3341.9897900061314,3226.0,0.17416779840705804,56,0.6
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,missed,96121,,16,9,7,3646.235831427407,3559.0,0.41270055940104233,33,0.7
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,missed,169874,,12,5,7,3578.862342558544,3532.0,0.3775178654540646,33,0.7
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,missed,166118,,13,6,7,3694.048956186059,3535.0,0.39621749793369476,33,0.7
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,109512,,5,14,-9,3617.4458672776263,3649.0,0.22695131059294582,33,0.7
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,6780,,7,13,-6,3661.091647180449,3632.0,0.24007219109318384,33,0.7
194743,673958,2025 Asia Triathlon Cup Yilan,3,sprint,false_alarm,124447,,10,11,-1,3553.8816104892167,3588.0,0.33749246010742767,33,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,missed,158456,,18,5,13,3359.4214188179467,3194.0,0.3602790475568653,35,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,missed,92017,,13,10,3,3370.3995571216806,3224.0,0.3452082186255358,35,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,missed,168922,,17,8,9,3449.705010360241,3214.0,0.3603360634456544,35,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,false_alarm,116679,,7,29,-22,3354.0487966808564,3535.0,0.2406295640784681,35,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,false_alarm,171485,,7,14,-7,3373.412498458813,3248.0,0.24889374011895324,35,0.7
194295,674353,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,false_alarm,85863,,6,21,-15,3378.5292769483976,3302.0,0.2243304341435753,35,0.7
194295,674354,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,missed,125368,,15,8,7,3664.0564719584704,3753.0,0.6737874433296673,24,0.9
194295,674354,2025 Africa Triathlon Cup and Pan-Arab Championships Hurghada,3,sprint,false_alarm,116273,,3,12,-9,3845.5397596252533,3819.0,0.29781835819736535,24,0.9
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,119073,,15,6,9,3445.169659765982,3285.0,0.3526713387340087,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,140772,,25,5,20,3508.408665371474,3282.0,0.37411282697821346,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,165163,,18,8,10,3258.5613063553055,3291.0,0.4120336913233375,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,133261,,11,4,7,3280.7253805019263,3280.0,0.3448469922627697,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,158227,,17,9,8,3282.78611508817,3294.0,0.4149750549699577,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,175764,,23,7,16,3494.0543843835803,3289.0,0.41678039768229774,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,86080,,2,13,-11,3233.1701937298594,3307.0,0.1457357266123442,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,158313,,9,23,-14,3264.5717723393373,3334.0,0.3364864083605654,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,125289,,11,17,-6,3284.5127563920823,3321.0,0.3363778865838035,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,165069,,4,11,-7,3226.183626834056,3303.0,0.246979122217198,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,162137,,10,12,-2,3365.7639301339436,3306.0,0.3633333883324422,59,0.4
194272,673967,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,163519,,7,34,-27,3300.5382715626265,3360.0,0.31334576217975346,59,0.4
194272,673968,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,121420,,12,4,8,3756.86902530688,3750.0,0.3590044406099294,34,0.8
194272,673968,2025 Europe Triathlon Cup Ceuta,3,sprint,missed,159799,,13,10,3,3914.88121278581,3798.0,0.35192675992624134,34,0.8
194272,673968,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,151992,,6,11,-5,3777.3424062253407,3804.0,0.17972073604228928,34,0.8
194272,673968,2025 Europe Triathlon Cup Ceuta,3,sprint,false_alarm,79637,,3,13,-10,3680.5406026437167,3826.0,0.18535807500795,34,0.8
194317,673998,2025 Africa Triathlon Cup Kilifi,3,sprint,missed,169330,,15,9,6,3459.554831869384,3794.0,0.6195715454041513,23,0.8
194317,673998,2025 Africa Triathlon Cup Kilifi,3,sprint,missed,193174,,15,10,5,3455.909313214015,3828.0,0.6839353663133557,23,0.8
194317,673998,2025 Africa Triathlon Cup Kilifi,3,sprint,false_alarm,106804,,7,11,-4,3319.1589725969875,3940.0,0.285583480633917,23,0.8
194317,673998,2025 Africa Triathlon Cup Kilifi,3,sprint,false_alarm,144143,,12,12,0,3384.784905050049,4108.0,0.6083896605833753,23,0.8
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,133261,,18,9,9,3232.2687375410133,3064.0,0.3260960488783255,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,96111,,13,8,5,3187.3140537711693,3061.0,0.22812089788715484,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,149810,,20,5,15,3257.3246092911986,3055.0,0.36890697637750736,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,165174,,15,7,8,3244.6091410866975,3059.0,0.21171331196484897,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,163519,,24,3,21,3232.8613756824834,3050.0,0.35780773440248353,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,86080,,3,21,-18,3216.0298727562713,3089.0,0.13023466606555437,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,39908,,3,31,-28,3188.9807675629686,3122.0,0.1553943827381021,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,116391,,9,61,-52,3221.703485748959,3351.0,0.23364649227978815,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,106810,,7,43,-36,3225.84025014234,3160.0,0.17666192436606304,63,0.5
194905,673978,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,47611,,3,11,-8,3192.85691515264,3075.0,0.11528632553232589,63,0.5
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,106848,,13,6,7,3626.4410169794537,3494.0,0.2778585641009502,65,0.7
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,170914,,11,5,6,3649.1736337647717,3489.0,0.20716393214602627,65,0.7
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,missed,186934,,33,10,23,3618.7902692588214,3522.0,0.5012217733901675,65,0.7
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,111232,,8,29,-21,3518.573754485035,3564.0,0.14707718497643218,65,0.7
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,96506,,3,27,-24,3574.498413098805,3560.0,0.12396377158017953,65,0.7
194905,673979,2025 Europe Triathlon Cup Tenerife - Santa Cruz,3,sprint,false_alarm,84871,,6,21,-15,3451.6769902962988,3548.0,0.1767751782806061,65,0.7
194997,676055,2025 Asia Triathlon Cup Chongqing,3,standard,missed,136364,,17,7,10,6950.786200648832,7078.0,0.6918653729533398,27,0.9
194997,676055,2025 Asia Triathlon Cup Chongqing,3,standard,false_alarm,102726,,10,14,-4,6734.208675109363,7303.0,0.4290021150639586,27,0.9
194737,674368,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,missed,186112,,23,10,13,3463.0670576233533,3397.0,0.4447259978346003,44,0.8
194737,674368,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,missed,166177,,15,9,6,3464.0564306944725,3393.0,0.34200011033718886,44,0.8
194737,674368,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,false_alarm,94378,,8,11,-3,3304.1675543923066,3400.0,0.19164742605665275,44,0.8
194737,674368,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,false_alarm,178019,,7,12,-5,3334.0112722031863,3412.0,0.1768923038112574,44,0.8
194737,674369,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,missed,186871,,15,5,10,3800.479883358811,3915.0,0.7435677826250308,21,0.9
194737,674369,2025 Asia Triathlon Cup Kota Kinabalu,3,sprint,false_alarm,118919,,7,11,-4,3793.8470369349625,3988.0,0.3700578973374506,21,0.9
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,missed,116387,,28,4,24,3294.5732027819968,2910.0,0.4595033066485562,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,missed,136103,,37,7,30,3349.050899324523,2937.0,0.4893764520200349,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,missed,163625,,22,6,16,3343.6950678482444,2927.0,0.3393933605871068,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,missed,125002,,25,5,20,3303.4532846035063,2916.0,0.45407814335027624,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,missed,185047,,25,10,15,3329.191401264744,2944.0,0.4133181723780456,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,46791,,5,38,-33,3264.6482640451227,2997.0,0.1948730418037424,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,83242,,6,42,-36,3293.773572560318,3011.0,0.17170330157853483,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,168496,,8,13,-5,3337.1261769494886,2951.0,0.27224901681280894,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,73393,,4,11,-7,3314.355554738582,2946.0,0.15652616471770217,64,0.5
194273,673983,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,149810,,7,16,-9,3324.76112612387,2957.0,0.31526260554620666,64,0.5
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,missed,175528,,22,5,17,3452.274916178436,3090.0,0.32877941565232055,51,0.7
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,missed,166876,,11,9,2,3414.4933259033355,3105.0,0.25024739361881376,51,0.7
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,missed,168996,,19,6,13,3473.2353681343047,3092.0,0.36088331341176627,51,0.7
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,false_alarm,132434,,10,12,-2,3338.2393727429167,3112.0,0.17750702458037856,51,0.7
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,false_alarm,110028,,6,15,-9,3311.207880373708,3129.0,0.16505323784026613,51,0.7
195058,676345,2025 Americas Triathlon Cup Iquique,3,sprint,false_alarm,12773,,4,11,-7,3394.499747296453,3109.0,0.1395217813991117,51,0.7
194273,673984,2025 Europe Triathlon Cup Alanya,3,sprint,missed,151968,,11,5,6,3691.3604626188758,3293.0,0.3658458304503806,42,0.8
194273,673984,2025 Europe Triathlon Cup Alanya,3,sprint,missed,140773,,16,6,10,3810.6646518035814,3294.0,0.3216866966102558,42,0.8
194273,673984,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,111232,,7,14,-7,3644.9906732144536,3322.0,0.21466402889426908,42,0.8
194273,673984,2025 Europe Triathlon Cup Alanya,3,sprint,false_alarm,140307,,9,15,-6,3717.455337952373,3326.0,0.31816205115784013,42,0.8
195058,676347,2025 Americas Triathlon Cup Iquique,3,sprint,missed,163488,,11,9,2,3846.6676301289176,3802.0,0.7186207025288477,16,0.8
195058,676347,2025 Americas Triathlon Cup Iquique,3,sprint,missed,187082,,14,10,4,3861.471904436823,3844.0,0.9449345841374835,16,0.8
