event_id,prog_id,event_name,event_date,location,gender,athlete_id,athlete_name,finish_position,swim_overall_position,bike_overall_position,gap_to_leader_sec,swim_pack_id,swim_pack_size,swim_pack_rank,swim_init_rank_at_bike,swim_to_bike_delta,t1_pack_id,t1_pack_size,t1_pack_rank,t1_init_rank_at_bike,t1_to_bike_delta,first_bike_pack_id,first_bike_pack_size,first_bike_pack_rank,first_bike_init_rank_at_bike,first_bike_to_bike_delta,bike_exit_pack_id,bike_exit_pack_size,bike_exit_pack_rank,first_bike_segment_sec,first_bike_segment_rank,first_bike_fastest_sec,first_bike_gap_to_fastest_sec
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,81066,Eva Goodisson,23.0,14.0,11.0,147,3.0,15.0,6.0,3.0,-3.0,6.0,4.0,2.0,1.0,-1.0,5.0,4.0,3.0,1.0,-2.0,1.0,21.0,5.0,221.0,6.0,216.0,5.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,82885,Therese Feuersinger,10.0,6.0,1.0,0,0.0,6.0,6.0,1.0,-5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,216.0,1.0,216.0,0.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,83096,Summer Rappaport,28.0,1.0,27.0,159,0.0,6.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,221.0,6.0,216.0,5.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,83263,Olivia Mathias,3.0,2.0,4.0,2,0.0,6.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,6.0,4.0,221.0,6.0,216.0,5.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,84871,Anabel Knoll,,,,0,4.0,2.0,1.0,1.0,0.0,8.0,2.0,2.0,2.0,0.0,7.0,9.0,8.0,8.0,0.0,1.0,21.0,18.0,226.0,19.0,216.0,10.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,103832,Ellie Hoitink,,,,0,,,,,,,,,,,,,,,,,,,247.0,38.0,216.0,31.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,103983,Shanae Williams,,,,0,,,,,,,,,,,,,,,,,,,234.0,35.0,216.0,18.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,106358,Roksana Slupek,19.0,19.0,18.0,150,3.0,15.0,11.0,8.0,-3.0,10.0,3.0,3.0,3.0,0.0,7.0,9.0,6.0,6.0,0.0,1.0,21.0,12.0,221.0,6.0,216.0,5.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,106416,Leana Bissig,,,,0,,,,,,,,,,,,,,,,,,,245.0,37.0,216.0,29.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,106503,Annika Koch,18.0,10.0,11.0,147,3.0,15.0,1.0,3.0,2.0,7.0,5.0,4.0,2.0,-2.0,7.0,9.0,5.0,3.0,-2.0,1.0,21.0,5.0,226.0,19.0,216.0,10.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,106581,Bianca Seregni,2.0,2.0,5.0,3,0.0,6.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,6.0,5.0,218.0,2.0,216.0,2.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,112738,Maria Tomé,22.0,25.0,18.0,150,6.0,2.0,1.0,1.0,0.0,9.0,2.0,2.0,1.0,-1.0,8.0,3.0,2.0,1.0,-1.0,1.0,21.0,12.0,228.0,23.0,216.0,12.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,113106,Jolien Vermeylen,9.0,17.0,24.0,151,3.0,15.0,8.0,13.0,5.0,5.0,6.0,3.0,6.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,21.0,18.0,226.0,19.0,216.0,10.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,115147,Nora Gmür,29.0,29.0,29.0,281,8.0,2.0,1.0,1.0,0.0,12.0,3.0,1.0,2.0,1.0,9.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,229.0,29.0,216.0,13.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,117013,Bridget Theunissen,31.0,30.0,31.0,283,9.0,1.0,1.0,1.0,0.0,13.0,3.0,3.0,3.0,0.0,10.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,230.0,31.0,216.0,14.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,117135,Selina Klamt,20.0,21.0,18.0,150,3.0,15.0,14.0,8.0,-6.0,7.0,5.0,5.0,4.0,-1.0,7.0,9.0,7.0,6.0,-1.0,1.0,21.0,12.0,230.0,31.0,216.0,14.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,117212,Beth Potter,8.0,21.0,14.0,149,3.0,15.0,13.0,6.0,-7.0,5.0,6.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,21.0,8.0,220.0,5.0,216.0,4.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,123536,Brea Roderick,30.0,25.0,24.0,151,6.0,2.0,2.0,2.0,0.0,12.0,3.0,2.0,1.0,-1.0,9.0,3.0,3.0,1.0,-2.0,1.0,21.0,18.0,230.0,31.0,216.0,14.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,125627,Tanja Neubert,12.0,28.0,8.0,146,7.0,2.0,2.0,1.0,-1.0,10.0,3.0,1.0,1.0,0.0,7.0,9.0,2.0,2.0,0.0,1.0,21.0,2.0,223.0,12.0,216.0,7.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,132752,Sarah-Jane Walker,,,,0,,,,,,,,,,,,,,,,,,,235.0,36.0,216.0,19.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,132753,Diana Isakova,17.0,23.0,24.0,151,3.0,15.0,15.0,13.0,-2.0,9.0,2.0,1.0,2.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,21.0,18.0,228.0,23.0,216.0,12.0
194971,675540,2025 World Triathlon Championship Series Alghero,2025-05-31,Alghero,Women,135877,Tilda Månsson,14.0,17.0,13.0,148,3.0,15.0,9.0,5.0,-4.0,10.0,3.0,2.0,2.0,0.0,7.0,9.0,3.0,4.0,1.0,1.0,21.0,7.0,221.0,6.0,216.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,31824,David Castro Fajardo,,,,0,,,,,,,,,,,,,,,,,,,59.0,52.0,49.0,10.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,39264,Kenji Nener,29.0,18.0,15.0,33,4.0,7.0,5.0,2.0,-3.0,5.0,4.0,3.0,1.0,-2.0,3.0,9.0,6.0,4.0,-2.0,2.0,20.0,4.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,49390,Dorian Coninx,11.0,13.0,15.0,33,3.0,3.0,3.0,2.0,-1.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,20.0,4.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,49411,Tyler Mislawchuk,21.0,14.0,25.0,35,4.0,7.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,20.0,14.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,54985,Tayler Reid,25.0,15.0,15.0,33,4.0,7.0,2.0,2.0,0.0,5.0,4.0,2.0,1.0,-1.0,2.0,4.0,3.0,1.0,-2.0,2.0,20.0,4.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,55495,Luke Willian,20.0,24.0,15.0,33,6.0,2.0,2.0,2.0,0.0,7.0,9.0,3.0,1.0,-2.0,4.0,3.0,2.0,1.0,-1.0,2.0,20.0,4.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,56027,Diego Moya,13.0,17.0,29.0,36,4.0,7.0,4.0,7.0,3.0,6.0,7.0,3.0,7.0,4.0,3.0,9.0,3.0,9.0,6.0,2.0,20.0,18.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,56153,Márk Dévay,15.0,8.0,2.0,2,2.0,3.0,2.0,1.0,-1.0,3.0,4.0,2.0,1.0,-1.0,1.0,3.0,2.0,1.0,-1.0,0.0,8.0,2.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,56550,Adrien Briffod,10.0,29.0,25.0,35,7.0,8.0,5.0,2.0,-3.0,7.0,9.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,20.0,14.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,61357,Valentin Wernz,40.0,26.0,40.0,84,7.0,8.0,2.0,5.0,3.0,7.0,9.0,5.0,5.0,0.0,4.0,3.0,3.0,3.0,0.0,3.0,12.0,9.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,63428,Antonio Serrat Seoane,,,,0,,,,,,,,,,,,,,,,,,,185.0,55.0,49.0,136.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,63429,Roberto Sanchez Mantecon,31.0,47.0,32.0,81,8.0,20.0,19.0,5.0,-14.0,8.0,19.0,7.0,5.0,-2.0,7.0,15.0,3.0,1.0,-2.0,3.0,12.0,1.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,63651,Tom Richard,,,,0,,,,,,,,,,,,,,,,,,,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,69143,Manoel Messias,23.0,40.0,39.0,83,8.0,20.0,11.0,11.0,0.0,8.0,19.0,3.0,12.0,9.0,7.0,15.0,1.0,8.0,7.0,3.0,12.0,8.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,70410,Lasse Lührs,44.0,40.0,35.0,82,8.0,20.0,12.0,8.0,-4.0,8.0,19.0,13.0,8.0,-5.0,7.0,15.0,10.0,4.0,-6.0,3.0,12.0,4.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,73078,Lasse Nygaard Priester,24.0,42.0,35.0,82,8.0,20.0,13.0,8.0,-5.0,8.0,19.0,4.0,8.0,4.0,7.0,15.0,2.0,4.0,2.0,3.0,12.0,4.0,55.0,43.0,49.0,6.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,74419,Alberto Gonzalez Garcia,32.0,19.0,25.0,35,4.0,7.0,6.0,5.0,-1.0,5.0,4.0,4.0,3.0,-1.0,3.0,9.0,8.0,7.0,-1.0,2.0,20.0,14.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,79706,Charles Paquet,16.0,24.0,13.0,32,6.0,2.0,1.0,1.0,0.0,6.0,7.0,4.0,2.0,-2.0,3.0,9.0,4.0,2.0,-2.0,2.0,20.0,2.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,80663,Darr Smith,22.0,8.0,10.0,5,2.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,2.0,-1.0,1.0,3.0,3.0,2.0,-1.0,1.0,3.0,2.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,80795,Matthew Hauser,1.0,2.0,2.0,2,1.0,7.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,8.0,2.0,57.0,49.0,49.0,8.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,83242,James Edgar,49.0,46.0,48.0,172,8.0,20.0,18.0,15.0,-3.0,8.0,19.0,16.0,15.0,-1.0,7.0,15.0,13.0,12.0,-1.0,6.0,4.0,3.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,83434,Ben Dijkstra,30.0,16.0,13.0,32,4.0,7.0,3.0,1.0,-2.0,6.0,7.0,6.0,2.0,-4.0,3.0,9.0,7.0,2.0,-5.0,2.0,20.0,2.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,86042,Vasco Vilaca,2.0,6.0,2.0,2,1.0,7.0,5.0,1.0,-4.0,1.0,4.0,1.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,8.0,2.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,90031,Ren Sato,39.0,36.0,32.0,81,8.0,20.0,9.0,5.0,-4.0,8.0,19.0,11.0,5.0,-6.0,7.0,15.0,8.0,1.0,-7.0,3.0,12.0,1.0,55.0,43.0,49.0,6.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,92397,Brandon Copeland,35.0,36.0,35.0,82,8.0,20.0,8.0,8.0,0.0,8.0,19.0,9.0,8.0,-1.0,7.0,15.0,5.0,4.0,-1.0,3.0,12.0,4.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,92430,Callum McClusky,42.0,32.0,40.0,84,7.0,8.0,8.0,5.0,-3.0,7.0,9.0,6.0,5.0,-1.0,5.0,3.0,2.0,2.0,0.0,3.0,12.0,9.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,94446,Csongor Lehmann,6.0,8.0,2.0,2,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,5.0,2.0,-3.0,0.0,8.0,2.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,94563,Tjebbe Kaindl,17.0,21.0,9.0,4,5.0,3.0,3.0,1.0,-2.0,6.0,7.0,5.0,1.0,-4.0,3.0,9.0,5.0,1.0,-4.0,1.0,3.0,1.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,96667,Chase McQueen,19.0,4.0,2.0,2,1.0,7.0,4.0,1.0,-3.0,1.0,4.0,4.0,1.0,-3.0,0.0,9.0,7.0,2.0,-5.0,0.0,8.0,2.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,98098,Simon Westermann,26.0,33.0,22.0,34,8.0,20.0,4.0,4.0,0.0,8.0,19.0,5.0,4.0,-1.0,6.0,7.0,3.0,4.0,1.0,2.0,20.0,11.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,98121,Ricardo Batista,9.0,21.0,25.0,35,5.0,3.0,1.0,3.0,2.0,6.0,7.0,1.0,6.0,5.0,3.0,9.0,1.0,7.0,6.0,2.0,20.0,14.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,98130,Miguel Tiago Silva,37.0,7.0,30.0,37,1.0,7.0,7.0,6.0,-1.0,3.0,4.0,4.0,4.0,0.0,0.0,9.0,8.0,8.0,0.0,2.0,20.0,19.0,49.0,1.0,49.0,0.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,98547,Takumi Hojo,48.0,44.0,48.0,172,8.0,20.0,16.0,15.0,-1.0,8.0,19.0,15.0,15.0,0.0,7.0,15.0,12.0,12.0,0.0,6.0,4.0,3.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,103124,Harry Leleu,46.0,44.0,46.0,169,8.0,20.0,15.0,14.0,-1.0,8.0,19.0,14.0,14.0,0.0,7.0,15.0,11.0,11.0,0.0,6.0,4.0,1.0,57.0,49.0,49.0,8.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,103634,Saxon Morgan,34.0,19.0,22.0,34,4.0,7.0,7.0,4.0,-3.0,6.0,7.0,7.0,5.0,-2.0,3.0,9.0,9.0,6.0,-3.0,2.0,20.0,11.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,104983,Max Stapley,7.0,4.0,2.0,2,1.0,7.0,3.0,1.0,-2.0,1.0,4.0,3.0,1.0,-2.0,0.0,9.0,6.0,2.0,-4.0,0.0,8.0,2.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,105480,Miguel Hidalgo,4.0,3.0,2.0,2,1.0,7.0,2.0,1.0,-1.0,1.0,4.0,2.0,1.0,-1.0,0.0,9.0,4.0,2.0,-2.0,0.0,8.0,2.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,107730,Alessio Crociani,3.0,1.0,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,-1.0,0.0,9.0,3.0,1.0,-2.0,0.0,8.0,1.0,57.0,49.0,49.0,8.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,110784,Aoba Yasumatsu,,,,0,,,,,,,,,,,,,,,,,,,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,115245,Filip Michalek,43.0,33.0,42.0,85,8.0,20.0,5.0,12.0,7.0,8.0,19.0,12.0,13.0,1.0,7.0,15.0,9.0,9.0,0.0,3.0,12.0,11.0,55.0,43.0,49.0,6.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,116270,Gergely Kiss,47.0,28.0,47.0,171,7.0,8.0,4.0,7.0,3.0,7.0,9.0,7.0,7.0,0.0,5.0,3.0,3.0,3.0,0.0,6.0,4.0,2.0,55.0,43.0,49.0,6.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,123538,James Corbett,,,,0,,,,,,,,,,,,,,,,,,,56.0,48.0,49.0,7.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,125064,Henry Graf,5.0,11.0,10.0,5,3.0,3.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,125294,Connor Bentley,12.0,21.0,15.0,33,5.0,3.0,2.0,2.0,0.0,6.0,7.0,2.0,4.0,2.0,3.0,9.0,2.0,4.0,2.0,2.0,20.0,4.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,127536,Sebastian Wernersen,27.0,36.0,12.0,31,8.0,20.0,7.0,1.0,-6.0,8.0,19.0,6.0,1.0,-5.0,6.0,7.0,4.0,1.0,-3.0,2.0,20.0,1.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,127901,Eric Diener,28.0,29.0,31.0,38,7.0,8.0,6.0,3.0,-3.0,7.0,9.0,4.0,4.0,0.0,6.0,7.0,5.0,5.0,0.0,2.0,20.0,20.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,128063,Yanis Seguin,18.0,33.0,15.0,33,8.0,20.0,3.0,2.0,-1.0,8.0,19.0,2.0,2.0,0.0,6.0,7.0,2.0,2.0,0.0,2.0,20.0,4.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,132889,David Cantero Del Campo,8.0,36.0,15.0,33,8.0,20.0,6.0,2.0,-4.0,8.0,19.0,1.0,2.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,20.0,4.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,155563,Jawad Abdelmoula,38.0,47.0,42.0,85,8.0,20.0,20.0,12.0,-8.0,9.0,1.0,1.0,1.0,0.0,7.0,15.0,7.0,9.0,2.0,3.0,12.0,11.0,51.0,2.0,49.0,2.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,158362,Euan De Nigro,36.0,42.0,32.0,81,8.0,20.0,14.0,5.0,-9.0,8.0,19.0,10.0,5.0,-5.0,7.0,15.0,6.0,1.0,-5.0,3.0,12.0,1.0,52.0,9.0,49.0,3.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,162549,Reese Vannerson,,,,0,,,,,,,,,,,,,,,,,,,55.0,43.0,49.0,6.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,164894,John Reed,14.0,26.0,22.0,34,7.0,8.0,1.0,1.0,0.0,7.0,9.0,2.0,2.0,0.0,5.0,3.0,1.0,1.0,0.0,2.0,20.0,11.0,53.0,15.0,49.0,4.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,165479,Brayden Mercer,41.0,11.0,44.0,87,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,54.0,29.0,49.0,5.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,167968,Hugo Milner,33.0,29.0,35.0,82,7.0,8.0,7.0,4.0,-3.0,8.0,19.0,8.0,8.0,0.0,7.0,15.0,4.0,4.0,0.0,3.0,12.0,4.0,59.0,52.0,49.0,10.0
194193,674119,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Men,171947,Sullivan Middaugh,45.0,49.0,45.0,157,9.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,60.0,54.0,49.0,11.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,17285,Yuko Takahashi,46.0,32.0,46.0,93,7.0,17.0,9.0,15.0,6.0,5.0,34.0,30.0,29.0,-1.0,10.0,2.0,2.0,2.0,0.0,1.0,7.0,1.0,89.0,55.0,56.0,33.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,30383,Miriam Casillas García,30.0,37.0,6.0,2,7.0,17.0,16.0,4.0,-12.0,5.0,34.0,17.0,5.0,-12.0,6.0,6.0,6.0,2.0,-4.0,0.0,45.0,6.0,62.0,34.0,56.0,6.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,31827,Anna Godoy Contreras,17.0,6.0,20.0,5,2.0,2.0,2.0,1.0,-1.0,2.0,2.0,2.0,2.0,0.0,2.0,7.0,6.0,3.0,-3.0,0.0,45.0,20.0,60.0,17.0,56.0,4.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,39683,Alice Betto,34.0,15.0,34.0,9,6.0,13.0,3.0,6.0,3.0,5.0,34.0,21.0,20.0,-1.0,4.0,16.0,9.0,9.0,0.0,0.0,45.0,34.0,59.0,10.0,56.0,3.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,40887,Gwen Jorgensen,44.0,22.0,47.0,95,6.0,13.0,10.0,11.0,1.0,5.0,34.0,28.0,30.0,2.0,8.0,10.0,6.0,7.0,1.0,1.0,7.0,2.0,74.0,54.0,56.0,18.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,41158,Leonie Periault,1.0,10.0,27.0,6,4.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,7.0,1.0,5.0,4.0,0.0,45.0,27.0,57.0,2.0,56.0,1.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,47942,Melanie Santos,36.0,34.0,30.0,7,7.0,17.0,12.0,12.0,0.0,5.0,34.0,23.0,19.0,-4.0,7.0,3.0,3.0,3.0,0.0,0.0,45.0,30.0,65.0,47.0,56.0,9.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,49545,Georgia Taylor-Brown,14.0,41.0,14.0,3,7.0,17.0,17.0,6.0,-11.0,5.0,34.0,6.0,10.0,4.0,7.0,3.0,2.0,2.0,0.0,0.0,45.0,14.0,62.0,34.0,56.0,6.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,56557,Jeanne Lehair,7.0,4.0,32.0,8,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,-1.0,2.0,7.0,5.0,6.0,1.0,0.0,45.0,32.0,63.0,44.0,56.0,7.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,58449,Verena Steinhauser,38.0,47.0,20.0,5,10.0,5.0,3.0,2.0,-1.0,7.0,2.0,1.0,1.0,0.0,8.0,10.0,4.0,4.0,0.0,0.0,45.0,20.0,57.0,2.0,56.0,1.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,63163,Cassandre Beaugrand,2.0,3.0,6.0,2,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,2.0,1.0,-1.0,0.0,45.0,6.0,62.0,34.0,56.0,6.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,64952,Emma Jeffcoat,45.0,26.0,20.0,5,7.0,17.0,2.0,8.0,6.0,5.0,34.0,29.0,14.0,-15.0,5.0,6.0,5.0,3.0,-2.0,0.0,45.0,20.0,62.0,34.0,56.0,6.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,66197,Alissa Konig,18.0,48.0,6.0,2,10.0,5.0,4.0,1.0,-3.0,6.0,7.0,3.0,1.0,-2.0,8.0,10.0,3.0,1.0,-2.0,0.0,45.0,6.0,60.0,17.0,56.0,4.0
194193,674121,2025 World Triathlon Championship Series Hamburg,2025-07-12,Hamburg,Women,69055,Emy Legault,31.0,18.0,44.0,11,6.0,13.0,5.0,9.0,4.0,5.0,34.0,18.0,27.0,9.0,4.0,16.0,7.0,13.0,6.0,0.0,45.0,44.0,60.0,17.0,56.0,4.0
