feature,ranker_lgbm,ranker_xgb,pct_total,reg_total,reg_swim,reg_bike,reg_run,middle_distance_swim,middle_distance_t1,middle_distance_bike,middle_distance_t2,middle_distance_run,middle_distance_swim_exit_pct,middle_distance_total,sprint_swim,sprint_t1,sprint_bike,sprint_t2,sprint_run,sprint_swim_exit_pct,sprint_total,standard_swim,standard_t1,standard_bike,standard_t2,standard_run,standard_swim_exit_pct,standard_total,super_sprint_swim,super_sprint_t1,super_sprint_bike,super_sprint_t2,super_sprint_run,super_sprint_swim_exit_pct,super_sprint_total,mean_pct,max_pct
field_depth_top10_mean,0.0,0.5459286618704688,1.6129032258064515,8.07305000853388,8.892302440689537,8.436213991769549,4.572017875558611,11.845238095238095,12.20708446866485,8.944444444444443,16.08040201005025,7.296137339055794,7.3836276083467105,2.481902792140641,29.374084919472914,36.60287081339713,23.570381231671554,30.197486535008977,12.034383954154727,6.80379746835443,1.6673614005835766,26.041468518166255,32.64766937157954,22.1745617306975,21.670606776989757,9.843842656651512,5.152707513584411,1.7425742574257428,21.63992869875223,11.384615384615385,22.765793528505395,11.241483724451173,18.61894432393348,5.562870309414088,1.7267267267267266,12.881011794465879,36.60287081339713
days_since_last_race,1.3580805794477138,0.5718218503167727,1.029512697323267,0.9216589861751152,0.8704557091653866,0.9430727023319615,1.581299415606738,3.869047619047619,5.994550408719346,4.888888888888889,5.30429927414852,6.92826486817903,2.247191011235955,2.5853154084798344,4.264275256222548,4.5270518954729475,3.5373900293255134,4.81149012567325,3.5339063992359123,2.0393811533052038,2.459358065860775,4.089785048506752,4.812228722400453,3.8045505408429694,4.275019700551615,3.0243131053567898,3.147835862844295,2.5742574257425743,1.2477718360071302,1.6752136752136753,1.386748844375963,1.5518546555639667,1.5907447577729574,2.205398288347597,1.7267267267267266,2.8965360438404497,6.92826486817903
ema_swim_sec_5,1.5731100045269353,0.7010060674756369,0.8750857927247769,1.911589008363202,2.2017409114183306,1.6632373113854595,1.8219319353729804,2.857142857142857,2.23433242506812,4.222222222222222,2.400893355667225,2.023298589822195,3.5313001605136436,2.8955532574974145,3.2393850658857977,2.134707397865293,2.7126099706744866,1.9210053859964094,3.2282712511938874,2.760196905766526,4.376823676531888,3.138672246528438,2.000377429703718,3.7672510257366656,2.1670606776989754,3.0243131053567898,2.1922428330522767,4.8316831683168315,1.4260249554367201,0.9572649572649573,1.694915254237288,2.1196063588190763,1.6992046276211135,1.9091507570770245,1.7267267267267266,2.398283933619768,4.8316831683168315
ema_run_sec_5,0.9959257582616569,0.5705263806438353,0.8236101578586137,2.3724185014507593,1.4166239972691586,1.9032921810699588,3.59229975936748,3.6904761904761907,1.7438692098092643,1.5555555555555556,2.2892238972640984,3.9852851011649295,2.9427501337613697,4.033092037228542,3.074670571010249,2.318733897681266,3.4090909090909087,1.7953321364452424,5.176695319961796,1.9514767932489452,5.752396832013338,2.2065817005896897,2.038120400075486,2.461767997016039,1.28053585500394,3.775449693615339,1.405283867341203,4.356435643564356,1.1764705882352942,1.5042735042735043,1.3482280431432974,1.097653292959879,1.6992046276211135,2.600394996708361,1.1261261261261262,2.3848534759116213,5.752396832013338
ema_bike_to_t2_pos_change_5,1.2335898596650068,0.516406109430321,1.5442690459849004,0.4949650110940434,0.4608294930875576,0.7373113854595336,0.7047095221725679,1.5476190476190477,2.23433242506812,3.3333333333333335,2.8475711892797317,2.5137952176578784,1.8726591760299627,7.135470527404343,1.0797950219619328,1.104158998895841,1.777859237536657,1.436265709156194,1.8911174785100286,2.3734177215189876,7.044601917465611,1.635914019402701,1.1322891111530478,1.5852293920179037,1.871552403467297,2.490610792646768,2.0985572418961964,2.7722772277227725,2.8877005347593583,3.4871794871794872,3.00462249614792,2.8766086298258897,3.398409255242227,3.620803159973667,6.531531531531531,2.3793532203228103,7.135470527404343
ema_run_split_pct_5,1.9126301493888636,0.6896793691371892,1.2868908716540837,0.546168288103772,1.1264720942140296,1.1145404663923184,1.7531797868683399,1.5476190476190477,2.9427792915531334,2.2777777777777777,2.1775544388609713,3.9852851011649295,3.8523274478330656,2.688728024819028,1.8484626647144948,1.5090172984909827,2.089442815249267,1.5439856373429084,2.7889207258834765,2.8832630098452885,2.2926219258024174,1.9022256039566292,1.3021324778260048,1.473330846698993,1.3002364066193852,2.8859458390986363,2.6606707888326775,1.9801980198019802,2.7450980392156863,3.794871794871795,2.5423728813559325,3.1037093111279335,3.7960954446854664,2.863726135615537,2.7777777777777777,2.22816393143428,3.9852851011649295
ema_bike_split_pct_5,1.5165233137166139,0.6064677012600088,1.4927934111187373,0.4266939750810718,0.5973715651135006,0.8058984910836762,1.2203506359573737,2.857142857142857,4.741144414168938,3.944444444444444,4.46677833612507,3.188228080931944,2.140181915462814,1.861427094105481,1.4092240117130308,1.159366948840633,1.6678885630498532,1.4721723518850987,2.425978987583572,2.180028129395218,1.5423092955398083,1.7690698116796653,1.037931685223627,1.7903767251025735,1.4184397163120568,1.8185412136785923,2.0798201236649803,2.01980198019802,2.6024955436720143,2.427350427350427,3.1972265023112483,3.2551097653292964,2.3138105567606653,3.489137590520079,2.8528528528528527,2.1084108290964525,4.741144414168938
ema_t1_sec_5,1.0298777727478499,0.5502671348571053,1.0809883321894305,0.9216589861751152,0.6997781191329578,0.6172839506172839,0.9969061533172912,3.214285714285714,2.6158038147138964,2.7777777777777777,1.8425460636515913,1.2875536480686696,3.263777421080792,2.378490175801448,1.8850658857979503,2.2451232977548767,1.8878299120234605,2.459605026929982,2.1012416427889207,2.5316455696202533,2.12588578574406,1.635914019402701,2.5287790149084732,2.0141738157403952,1.7336485421591805,1.9964419845819332,2.004871650740116,2.178217821782178,1.9251336898395723,2.564102564102564,2.0416024653312785,6.093868281604845,2.74765003615329,2.7978933508887427,2.5525525525525525,2.0950926278532642,6.093868281604845
ema_t2_sec_5,1.2901765504753282,0.38623722821793066,1.2010981468771447,0.6997781191329578,0.5632360471070148,0.6172839506172839,1.340666895840495,3.511904761904762,2.125340599455041,2.4444444444444446,2.4567280848687885,2.5137952176578784,3.7453183520599254,1.9648397104446742,1.903367496339678,2.0794994479205005,1.631231671554252,2.800718132854578,2.8271251193887297,2.4261603375527425,2.1675698207586493,1.750047555640099,3.227023966786186,2.144722118612458,3.0338849487785655,2.5103775449693613,1.9861345325089,2.613861386138614,2.2103386809269163,2.017094017094017,2.157164869029276,2.460257380772142,2.2415039768618943,1.5799868334430547,2.4774774774774775,2.088754154986051,3.7453183520599254
swim_form_trend,1.9692168401991852,0.437520993611083,1.4756348661633494,0.35842293906810035,0.4778972520908005,0.565843621399177,0.4984530766586456,1.9047619047619049,2.779291553133515,2.2222222222222223,2.4567280848687885,2.575107296137339,2.4612092027822365,3.5160289555325748,1.281112737920937,1.214574898785425,1.6862170087976538,1.4721723518850987,1.7191977077363898,2.60196905766526,1.5006252605252188,1.9402701160357618,1.2266465370824684,2.3498694516971277,2.127659574468085,1.8976082229689661,2.9792017987633503,2.01980198019802,2.3885918003565063,2.666666666666667,3.8135593220338984,2.8766086298258897,2.7838033261026753,3.1599736668861094,3.078078078078078,2.013787057231671,3.8135593220338984
