event_id,prog_id,event_name,event_class,event_date,country,team_finish,relay_athletes,women,men,matched_individual_slots,individual_top2_slots,individual_top3_slots,avg_individual_country_rank,matched_prior_365_slots,prior_365_top2_slots,prior_365_top3_slots,avg_prior_365_country_rank,avg_prior_365_form_score,medal_team,all_individual_top2,all_individual_top3,all_prior_365_top2,all_prior_365_top3
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Portugal,5,Maria Tomé | Melanie Santos | Ricardo Batista | Vasco Vilaca,2,2,4,4,4,1.5,4,2,3,2.75,0.6773585483218583,False,True,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Italy,6,Alessio Crociani | Alice Betto | Gianluca Pozzatti | Verena Steinhauser,2,2,4,3,4,1.75,4,0,2,6.25,0.7557924030751026,False,False,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Switzerland,7,Cathia Schär | Julie Derron | Max Studer | Sylvain Fridelance,2,2,3,3,3,1.3333333333333333,4,2,2,5.25,0.6531461775296314,False,False,False,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Brazil,8,Djenyfer Arnold | Manoel Messias | Miguel Hidalgo | Vittoria Lopes,2,2,4,4,4,1.5,4,4,4,1.5,0.7681544195350913,False,True,True,True,True
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Spain,9,Alberto Gonzalez Garcia | Anna Godoy Contreras | Antonio Serrat Seoane | Miriam Casillas García,2,2,4,4,4,1.5,4,0,1,4.5,0.743592027198222,False,True,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Netherlands,10,Maya Kingma | Mitch Kolkman | Rachel Klamer | Richard Murray,2,2,4,4,4,1.5,4,0,0,6.0,0.7193477676321524,False,True,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Norway,11,Kristian Blummenfelt | Lotte Miller | Solveig Løvseth | Vetle Bergsvik Thorn,2,2,3,3,3,1.3333333333333333,4,3,3,2.0,0.5671010143901432,False,False,False,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Australia,12,Luke Willian | Matthew Hauser | Natalie Van Coevorden | Sophie Linn,2,2,4,4,4,1.5,4,1,1,11.0,0.7144737687447653,False,True,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,Mexico,13,Aram Michell Peñaflor Moysen | Crisanto Grajales Valencia | Lizeth Rueda Santos | Rosa Maria Tapia Vidal,2,2,4,4,4,1.5,4,2,2,4.25,0.7596284220044183,False,True,True,False,False
163893,655049,Paris 2024 Olympic Games,Major Games,2024-07-30,New Zealand,14,Ainsley Thorpe | Dylan McCullough | Hayden Wilde | Nicole Van Der Kaay,2,2,4,4,4,1.5,4,2,3,2.75,0.756692641585659,False,True,True,False,False
185651,627967,2024 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2024-07-14,Germany,1,Annika Koch | Henry Graf | Lasse Lührs | Lisa Tertsch,2,2,4,4,4,1.5,4,1,1,5.0,0.7983539412097045,True,True,True,False,False
185651,627967,2024 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2024-07-14,Switzerland,2,Cathia Schär | Julie Derron | Max Studer | Simon Westermann,2,2,3,2,3,2.0,4,2,3,2.5,0.7048396460919517,True,False,False,False,False
185651,627967,2024 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2024-07-14,New Zealand,3,Ainsley Thorpe | Dylan McCullough | Nicole Van Der Kaay | Tayler Reid,2,2,3,3,3,1.3333333333333333,4,1,2,3.5,0.6966839061153065,True,False,False,False,False
185651,627967,2024 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2024-07-14,Great Britain,4,Max Stapley | Olivia Mathias | Samuel Dickinson | Vicky Holland,2,2,2,1,2,2.0,4,0,0,13.75,0.6949464797333664,False,False,False,False,False
185651,627967,2024 World Triathlon Mixed Relay Championships Hamburg,World Championship Level,2024-07-14,Netherlands,6,Maya Kingma | Mitch Kolkman | Niels Van Lanen | Rachel Klamer,2,2,3,3,3,1.3333333333333333,4,0,0,6.5,0.6941903500589536,False,False,False,False,False
