event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,biketime_sec_outlier,bike_speed_kmh_outlier,t1time_sec_outlier,bike_pace_s_per_km_outlier,t2time_sec_outlier,swim_pace_s_per_100m_outlier,runtime_sec_outlier,run_pace_s_per_km_outlier,swimtime_sec_outlier
172816,582634,58157,Daniel Molina,Spain,FINISH,1.0,00:09:30,00:00:41,00:33:41,00:01:04,00:20:37,01:05:32,PTS3 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,570.0,41.0,2021.0,64.0,1237.0,3932.0,,,,False,570.0,3932.0,3933.0,3933.0,570.0,-1.0,Sprint,,109.24324324324324,,32.953983176645224,20.47664948045522,1:05:32,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582634,141553,Cedric Denuziere,France,FINISH,2.0,00:10:43,00:00:48,00:31:45,00:00:59,00:21:34,01:05:49,PTS3 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,643.0,48.0,1905.0,59.0,1294.0,3949.0,,,,False,643.0,3949.0,3949.0,3949.0,643.0,0.0,Sprint,,102.97297297297297,,34.960629921259844,21.72352157480315,1:05:49,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582634,133006,Nico Van Der Burgt,Netherlands,FINISH,3.0,00:10:14,00:00:43,00:33:55,00:00:58,00:21:25,01:07:14,PTS3 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,614.0,43.0,2035.0,58.0,1285.0,4034.0,,,,False,614.0,4034.0,4035.0,4035.0,614.0,-1.0,Sprint,,110.0,,32.72727272727273,20.33577818181818,1:07:14,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
173746,582716,98284,Max Gelhaar,Germany,FINISH,2.0,00:11:08,00:01:39,00:32:30,00:01:21,00:21:02,01:07:38,PTS3 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,668.0,99.0,1950.0,81.0,1262.0,4058.0,,,,False,668.0,4058.0,4060.0,4060.0,668.0,-2.0,Sprint,89.06666666666666,99.48979591836734,252.4,36.18461538461539,22.48407064615385,1:07:38,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582716,141553,Cedric Denuziere,France,FINISH,3.0,00:12:12,00:01:24,00:33:06,00:01:30,00:21:30,01:09:40,PTS3 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,732.0,84.0,1986.0,90.0,1290.0,4180.0,,,,False,732.0,4180.0,4182.0,4182.0,732.0,-2.0,Sprint,97.6,101.3265306122449,258.0,35.52870090634442,22.076504410876137,1:09:40,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582716,133006,Nico Van Der Burgt,Netherlands,FINISH,4.0,00:10:35,00:01:32,00:37:20,00:01:16,00:21:40,01:12:20,PTS3 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,635.0,92.0,2240.0,76.0,1300.0,4340.0,,,,False,635.0,4340.0,4343.0,4343.0,635.0,-3.0,Sprint,84.66666666666667,114.28571428571428,260.0,31.500000000000004,19.573186500000002,1:12:20,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582716,58157,Daniel Molina,Spain,FINISH,1.0,00:10:30,00:01:36,00:33:41,00:01:03,00:20:06,01:06:53,PTS3 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,630.0,96.0,2021.0,63.0,1206.0,4013.0,,,,False,630.0,4013.0,4016.0,4016.0,630.0,-3.0,Sprint,84.0,103.11224489795917,241.2,34.91340920336467,21.69417999010391,1:06:53,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
175735,596438,98284,Max Gelhaar,Germany,FINISH,1.0,00:10:25,00:00:00,00:00:00,00:00:00,00:21:19,01:05:41,PTS3 Men,sprint,2023 World Triathlon Para Cup Alhandra,2023-10-07,World Para Cup,750.0,19950.0,4930.0,625.0,,,,1279.0,3941.0,,,,False,625.0,3941.0,,,625.0,,Sprint,83.33333333333333,,259.4320486815416,,,1:05:41,2023 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
175735,596438,180049,Henry Urand,Great Britain,FINISH,2.0,00:13:49,00:01:07,00:32:10,00:00:00,00:20:43,01:07:49,PTS3 Men,sprint,2023 World Triathlon Para Cup Alhandra,2023-10-07,World Para Cup,750.0,19950.0,4930.0,829.0,67.0,1930.0,,1243.0,4069.0,,,,False,829.0,4069.0,,,829.0,,Sprint,110.53333333333333,96.74185463659148,252.12981744421907,37.21243523316062,23.122728093264246,1:07:49,2023 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
183281,622226,141553,Cedric Denuziere,France,FINISH,3.0,00:13:03,00:01:22,00:36:18,00:01:14,00:19:05,01:11:04,PTS3 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,783.0,82.0,2178.0,74.0,1145.0,4264.0,,,,False,783.0,4264.0,4262.0,4262.0,783.0,2.0,Sprint,104.4,108.9,229.0,33.057851239669425,20.54119008264463,1:11:04,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183281,622226,133006,Nico Van Der Burgt,Netherlands,FINISH,2.0,00:11:14,00:01:39,00:37:24,00:00:54,00:19:18,01:10:31,PTS3 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,674.0,99.0,2244.0,54.0,1158.0,4231.0,,,,False,674.0,4231.0,4229.0,4229.0,674.0,2.0,Sprint,89.86666666666666,112.2,231.6,32.0855614973262,19.93703743315508,1:10:31,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183281,622226,58157,Daniel Molina,Spain,FINISH,1.0,00:11:00,00:01:33,00:37:45,00:00:57,00:17:30,01:08:46,PTS3 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,660.0,93.0,2265.0,57.0,1050.0,4126.0,,,,False,660.0,4126.0,4125.0,4125.0,660.0,1.0,Sprint,88.0,113.25,210.0,31.788079470198678,19.752190728476823,1:08:46,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183281,622226,180049,Henry Urand,Great Britain,FINISH,4.0,00:16:04,00:01:17,00:36:38,00:01:09,00:17:49,01:12:59,PTS3 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,964.0,77.0,2198.0,69.0,1069.0,4379.0,,,,False,964.0,4379.0,4377.0,4377.0,964.0,2.0,Sprint,128.53333333333333,109.9,213.8,32.75705186533212,20.354282074613288,1:12:59,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183649,624263,180049,Henry Urand,Great Britain,FINISH,1.0,00:15:02,00:01:07,00:35:58,00:00:55,00:20:41,01:13:45,PTS3 Men,sprint,2023 World Triathlon Para Cup Taranto,2023-10-29,World Para Cup,750.0,21000.0,5000.0,902.0,67.0,2158.0,55.0,1241.0,4425.0,,,,False,902.0,4425.0,4423.0,4423.0,902.0,2.0,Sprint,120.26666666666667,102.76190476190476,248.2,35.032437442075995,21.768140685820203,1:13:45,2023 World Triathlon Para Cup Taranto,False,False,False,False,False,False,False,False,False
183780,628080,133006,Nico Van Der Burgt,Netherlands,FINISH,1.0,00:11:10,00:01:36,00:36:16,00:01:31,00:21:01,01:11:36,PTS3 Men,sprint,2024 World Triathlon Para Series Devonport,2024-03-15,World Para Series,750.0,20000.0,5000.0,670.0,96.0,2176.0,91.0,1261.0,4296.0,,,,False,670.0,4296.0,4294.0,4294.0,670.0,2.0,Sprint,89.33333333333333,108.8,252.2,33.088235294117645,20.560069852941176,1:11:36,2024 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
183780,628080,180049,Henry Urand,Great Britain,FINISH,2.0,00:14:39,00:01:15,00:35:22,00:01:37,00:20:34,01:13:29,PTS3 Men,sprint,2024 World Triathlon Para Series Devonport,2024-03-15,World Para Series,750.0,20000.0,5000.0,879.0,75.0,2122.0,97.0,1234.0,4409.0,,,,False,879.0,4409.0,4407.0,4407.0,879.0,2.0,Sprint,117.2,106.1,246.8,33.93025447690858,21.083276154571163,1:13:29,2024 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
185647,631961,180049,Henry Urand,Great Britain,FINISH,2.0,00:14:23,00:01:37,00:35:08,00:01:08,00:19:09,01:11:23,PTS3 Men,sprint,2024 World Triathlon Para Cup Yenisehir,2024-04-21,World Para Cup,750.0,20300.0,5000.0,863.0,97.0,2108.0,68.0,1149.0,4283.0,,,,False,863.0,4283.0,4285.0,4285.0,863.0,-2.0,Sprint,115.06666666666666,103.8423645320197,229.8,34.66793168880455,21.54164738140417,1:11:23,2024 World Triathlon Para Cup Yenisehir,False,False,False,False,False,False,False,False,False
183782,631782,98284,Max Gelhaar,Germany,FINISH,1.0,00:11:20,00:01:18,00:29:05,00:01:05,00:20:26,01:03:14,PTS3 Men,sprint,2024 World Triathlon Para Cup Samarkand,2024-05-18,World Para Cup,750.0,19000.0,5000.0,680.0,78.0,1745.0,65.0,1226.0,3794.0,,,,False,680.0,3794.0,3794.0,3794.0,680.0,0.0,Sprint,90.66666666666667,91.84210526315789,245.2,39.19770773638969,24.356318853868196,1:03:14,2024 World Triathlon Para Cup Samarkand,False,False,False,False,False,False,False,False,False
183783,634037,98284,Max Gelhaar,Germany,FINISH,1.0,00:11:32,00:01:37,00:37:07,00:01:23,00:20:14,01:11:55,PTS3 Men,sprint,2024 World Triathlon Para Cup Besancon,2024-06-15,World Para Cup,750.0,21340.0,5000.0,692.0,97.0,2227.0,83.0,1214.0,4315.0,,,,False,692.0,4315.0,4313.0,4313.0,692.0,2.0,Sprint,92.26666666666667,104.35801312089971,242.8,34.49663224068253,21.435206872025145,1:11:55,2024 World Triathlon Para Cup Besancon,False,False,False,False,False,False,False,False,False
183783,634037,141553,Cedric Denuziere,France,FINISH,2.0,00:11:44,00:01:38,00:37:56,00:01:18,00:21:35,01:14:12,PTS3 Men,sprint,2024 World Triathlon Para Cup Besancon,2024-06-15,World Para Cup,750.0,21340.0,5000.0,704.0,98.0,2276.0,78.0,1295.0,4452.0,,,,False,704.0,4452.0,4451.0,4451.0,704.0,1.0,Sprint,93.86666666666666,106.65417057169634,259.0,33.753954305799645,20.97372834094903,1:14:12,2024 World Triathlon Para Cup Besancon,False,False,False,False,False,False,False,False,False
183784,634133,98284,Max Gelhaar,Germany,FINISH,1.0,00:10:47,00:02:01,00:35:17,00:01:03,00:19:34,01:08:45,PTS3 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,647.0,121.0,2117.0,63.0,1174.0,4125.0,,,,False,647.0,4125.0,4122.0,4122.0,647.0,3.0,Sprint,86.26666666666667,108.67556468172485,234.8,33.126121870571566,20.583611472838925,1:08:45,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634133,133006,Nico Van Der Burgt,Netherlands,FINISH,3.0,00:10:32,00:02:27,00:35:51,00:01:00,00:21:04,01:10:56,PTS3 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,632.0,147.0,2151.0,60.0,1264.0,4256.0,,,,False,632.0,4256.0,4254.0,4254.0,632.0,2.0,Sprint,84.26666666666667,110.42094455852155,252.8,32.60251046025105,20.25825452719665,1:10:56,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634133,58157,Daniel Molina,Spain,FINISH,2.0,00:10:34,00:02:05,00:37:32,00:00:51,00:19:23,01:10:27,PTS3 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,634.0,125.0,2252.0,51.0,1163.0,4227.0,,,,False,634.0,4227.0,4225.0,4225.0,634.0,2.0,Sprint,84.53333333333333,115.60574948665297,232.6,31.14031971580817,19.34969160213144,1:10:27,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183785,634234,141553,Cedric Denuziere,France,FINISH,2.0,00:13:36,00:00:48,00:34:30,00:01:01,00:21:10,01:11:05,PTS3 Men,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,816.0,48.0,2070.0,61.0,1270.0,4265.0,,,,False,816.0,4265.0,4265.0,4265.0,816.0,0.0,Sprint,107.36842105263159,102.47524752475248,254.0,35.130434782608695,21.829033391304346,1:11:05,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
183785,634234,180049,Henry Urand,Great Britain,FINISH,1.0,00:14:21,00:01:28,00:32:42,00:00:54,00:20:18,01:09:43,PTS3 Men,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,861.0,88.0,1962.0,54.0,1218.0,4183.0,,,,False,861.0,4183.0,4183.0,4183.0,861.0,0.0,Sprint,113.28947368421053,97.12871287128714,243.6,37.064220183486235,23.030631559633026,1:09:43,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
163894,658394,133006,Nico Van Der Burgt,Netherlands,FINISH,3.0,00:11:26,00:01:29,00:34:00,00:00:58,00:21:31,01:09:24,PTS3 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,686.0,89.0,2040.0,58.0,1291.0,4164.0,,,,False,686.0,4164.0,4164.0,4164.0,686.0,0.0,Sprint,91.46666666666667,102.0,258.2,35.294117647058826,21.93074117647059,1:09:24,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658394,180049,Henry Urand,Great Britain,FINISH,4.0,00:15:49,00:01:10,00:32:55,00:01:01,00:19:29,01:10:24,PTS3 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,949.0,70.0,1975.0,61.0,1169.0,4224.0,,,,False,949.0,4224.0,4224.0,4224.0,949.0,0.0,Sprint,126.53333333333333,98.75,233.8,36.45569620253164,22.652512405063288,1:10:24,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658394,141553,Cedric Denuziere,France,FINISH,5.0,00:12:49,00:01:31,00:34:31,00:00:41,00:21:02,01:10:34,PTS3 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,769.0,91.0,2071.0,41.0,1262.0,4234.0,,,,False,769.0,4234.0,4234.0,4234.0,769.0,0.0,Sprint,102.53333333333333,103.55,252.4,34.76581361661033,21.60246837276678,1:10:34,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658394,98284,Max Gelhaar,Germany,FINISH,2.0,00:11:44,00:01:24,00:33:41,00:00:59,00:20:55,01:08:43,PTS3 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,704.0,84.0,2021.0,59.0,1255.0,4123.0,,,,False,704.0,4123.0,4123.0,4123.0,704.0,0.0,Sprint,93.86666666666666,101.05,251.0,35.625927758535376,22.136918357248884,1:08:43,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658394,58157,Daniel Molina,Spain,FINISH,1.0,00:11:22,00:01:23,00:34:51,00:01:03,00:19:26,01:08:05,PTS3 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,682.0,83.0,2091.0,63.0,1166.0,4085.0,,,,False,682.0,4085.0,4085.0,4085.0,682.0,0.0,Sprint,90.93333333333334,104.55,233.2,34.433285509325685,21.39584505021521,1:08:05,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
183787,635478,180049,Henry Urand,Great Britain,FINISH,1.0,00:14:50,00:02:58,00:31:29,00:00:56,00:18:03,01:08:16,PTS3 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,890.0,178.0,1889.0,56.0,1083.0,4096.0,,,,False,890.0,4096.0,4096.0,4096.0,890.0,0.0,Sprint,118.66666666666667,98.90052356020942,216.6,36.400211752249874,22.618035976707258,1:08:16,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635478,58157,Daniel Molina,Spain,FINISH,2.0,00:11:30,00:03:23,00:34:07,00:01:20,00:18:47,01:09:06,PTS3 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,690.0,203.0,2047.0,80.0,1127.0,4146.0,,,,False,690.0,4146.0,4147.0,4147.0,690.0,-1.0,Sprint,92.0,107.17277486910994,225.4,33.59062042012702,20.872237401074745,1:09:06,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635478,98284,Max Gelhaar,Germany,FINISH,3.0,00:12:01,00:03:13,00:33:06,00:01:05,00:20:25,01:09:51,PTS3 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,721.0,193.0,1986.0,65.0,1225.0,4191.0,,,,False,721.0,4191.0,4190.0,4190.0,721.0,1.0,Sprint,96.13333333333334,103.97905759162303,245.0,34.62235649546828,21.51332827794562,1:09:51,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635478,141553,Cedric Denuziere,France,FINISH,4.0,00:13:26,00:03:39,00:32:33,00:01:08,00:20:37,01:11:22,PTS3 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,806.0,219.0,1953.0,68.0,1237.0,4282.0,,,,False,806.0,4282.0,4283.0,4283.0,806.0,-1.0,Sprint,107.46666666666667,102.25130890052355,247.4,35.2073732718894,21.87684073732719,1:11:22,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
194191,674082,141553,Cedric Denuziere,France,FINISH,2.0,00:11:55,00:01:54,00:35:41,00:01:19,00:20:49,01:11:38,PTS3 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,715.0,114.0,2141.0,79.0,1249.0,4298.0,,,,False,715.0,4298.0,4298.0,4298.0,715.0,0.0,Sprint,95.33333333333333,100.89538171536287,249.8,35.680523120037364,22.170842331620737,1:11:38,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194191,674082,98284,Max Gelhaar,Germany,FINISH,1.0,00:11:14,00:01:40,00:35:37,00:01:11,00:20:07,01:09:49,PTS3 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,674.0,100.0,2137.0,71.0,1207.0,4189.0,,,,False,674.0,4189.0,4189.0,4189.0,674.0,0.0,Sprint,89.86666666666666,100.70688030160227,241.4,35.747309312119796,22.21234133458119,1:09:49,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674458,58157,Daniel Molina,Spain,FINISH,4.0,00:12:12,00:00:49,00:40:33,00:01:37,00:20:19,01:15:32,PTS3 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,732.0,49.0,2433.0,97.0,1219.0,4532.0,,,,False,732.0,4532.0,4530.0,4530.0,732.0,2.0,Sprint,97.6,115.85714285714286,243.8,31.072749691738597,19.307705548705304,1:15:32,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674458,141553,Cedric Denuziere,France,FINISH,2.0,00:12:26,00:00:37,00:35:59,00:01:02,00:20:36,01:10:44,PTS3 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,746.0,37.0,2159.0,62.0,1236.0,4244.0,,,,False,746.0,4244.0,4240.0,4240.0,746.0,4.0,Sprint,99.46666666666667,102.80952380952381,247.2,35.016211208893004,21.758058175081054,1:10:44,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674458,180049,Henry Urand,Great Britain,FINISH,1.0,00:13:46,00:00:48,00:33:52,00:00:53,00:19:20,01:08:42,PTS3 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,826.0,48.0,2032.0,53.0,1160.0,4122.0,,,,False,826.0,4122.0,4119.0,4119.0,826.0,3.0,Sprint,110.13333333333334,96.76190476190476,232.0,37.20472440944882,23.117936811023625,1:08:42,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194213,674438,141553,Cedric Denuziere,France,FINISH,1.0,00:11:28,00:01:33,00:35:20,00:01:10,00:20:33,01:10:04,PTS3 Men,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,688.0,93.0,2120.0,70.0,1233.0,4204.0,,,,False,688.0,4204.0,4204.0,4204.0,688.0,0.0,Sprint,91.73333333333333,112.16931216931218,246.6,32.094339622641506,19.942491905660376,1:10:04,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194213,674438,98284,Max Gelhaar,Germany,FINISH,2.0,00:10:43,00:01:38,00:35:52,00:01:06,00:21:11,01:10:30,PTS3 Men,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,643.0,98.0,2152.0,66.0,1271.0,4230.0,,,,False,643.0,4230.0,4230.0,4230.0,643.0,0.0,Sprint,85.73333333333333,113.86243386243387,254.2,31.617100371747213,19.64594927509294,1:10:30,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194208,674516,98284,Max Gelhaar,Germany,FINISH,1.0,00:11:27,00:01:02,00:32:58,00:01:03,00:20:29,01:06:59,PTS3 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,687.0,62.0,1978.0,63.0,1229.0,4019.0,,,,False,687.0,4019.0,4019.0,4019.0,687.0,0.0,Sprint,91.6,96.9607843137255,245.8,37.128412537917086,23.070518827098077,1:06:59,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674516,141553,Cedric Denuziere,France,FINISH,2.0,00:12:39,00:00:43,00:32:31,00:01:10,00:20:50,01:07:53,PTS3 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,759.0,43.0,1951.0,70.0,1250.0,4073.0,,,,False,759.0,4073.0,4073.0,4073.0,759.0,0.0,Sprint,101.2,95.63725490196079,250.0,37.64223475140953,23.389793049718094,1:07:53,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194856,674891,58157,Daniel Molina,Spain,FINISH,1.0,00:12:26,00:01:25,00:32:25,00:00:58,00:19:53,01:07:09,PTS3 Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,746.0,85.0,1945.0,58.0,1193.0,4029.0,,,,False,746.0,4029.0,4027.0,4027.0,746.0,2.0,Sprint,,101.83246073298429,238.6,35.3521850899743,21.96682260154242,1:07:09,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
188993,674975,180049,Henry Urand,Great Britain,FINISH,1.0,00:11:39,00:01:15,00:33:13,00:00:49,00:19:18,01:06:14,PTS3 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,699.0,75.0,1993.0,49.0,1158.0,3974.0,,,,False,699.0,3974.0,3974.0,3974.0,699.0,0.0,Standard,,,,,,1:06:14,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674975,58157,Daniel Molina,Spain,FINISH,3.0,00:10:13,00:01:38,00:36:40,00:01:11,00:19:37,01:09:19,PTS3 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,613.0,98.0,2200.0,71.0,1177.0,4159.0,,,,False,613.0,4159.0,4159.0,4159.0,613.0,0.0,Standard,,,,,,1:09:19,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674975,98284,Max Gelhaar,Germany,FINISH,5.0,00:11:01,00:01:24,00:36:41,00:00:55,00:20:29,01:10:30,PTS3 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,661.0,84.0,2201.0,55.0,1229.0,4230.0,,,,False,661.0,4230.0,4230.0,4230.0,661.0,0.0,Standard,,,,,,1:10:30,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674975,141553,Cedric Denuziere,France,FINISH,4.0,00:11:10,00:01:15,00:36:05,00:01:01,00:20:36,01:10:07,PTS3 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,670.0,75.0,2165.0,61.0,1236.0,4207.0,,,,False,670.0,4207.0,4207.0,4207.0,670.0,0.0,Standard,,,,,,1:10:07,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
