event_id,prog_id,event_name,event_date,prog_distance_category,cat_name,swim_distance,bike_distance,run_distance,a_swim,a_t1,a_bike,a_t2,a_run,a_total,a_status,a_pos,b_swim,b_t1,b_bike,b_t2,b_run,b_total,b_status,b_pos,a_swim_s,a_t1_s,a_bike_s,a_t2_s,a_run_s,a_total_s,b_swim_s,b_t1_s,b_bike_s,b_t2_s,b_run_s,b_total_s,d_swim,d_t1,d_bike,d_t2,d_run,d_total,year
171973,576180,2023 World Triathlon Para Series Yokohama,2023-05-13,sprint,World Para Series,750.0,20000.0,4980.0,00:12:43,00:01:25,00:30:51,00:00:55,00:24:18,01:10:12,FINISH,2,00:12:29,00:01:25,00:29:19,00:00:52,00:19:54,01:03:59,FINISH,1,763.0,85.0,1851.0,55.0,1458.0,4212.0,749.0,85.0,1759.0,52.0,1194.0,3839.0,14.0,0.0,92.0,3.0,264.0,373.0,2023
174960,589250,2023 World Triathlon Para Series Montreal,2023-07-08,sprint,World Para Series,773.0,20200.0,5000.0,00:12:52,00:00:52,00:32:08,00:01:08,00:25:19,01:12:19,FINISH,6,00:13:31,00:00:44,00:29:13,00:00:49,00:19:43,01:04:00,FINISH,1,772.0,52.0,1928.0,68.0,1519.0,4339.0,811.0,44.0,1753.0,49.0,1183.0,3840.0,-39.0,8.0,175.0,19.0,336.0,499.0,2023
173746,582727,2023 World Triathlon Para Championships Pontevedra,2023-09-22,sprint,World Championships,750.0,19600.0,5000.0,00:13:14,00:02:06,00:34:44,00:01:43,00:24:29,01:16:14,FINISH,8,00:12:59,00:01:36,00:31:45,00:01:41,00:19:53,01:07:51,FINISH,2,794.0,126.0,2084.0,103.0,1469.0,4574.0,779.0,96.0,1905.0,101.0,1193.0,4071.0,15.0,30.0,179.0,2.0,276.0,503.0,2023
183787,635492,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,sprint,World Championships,750.0,19100.0,5000.0,00:13:25,00:03:30,00:32:18,00:01:09,00:23:58,01:14:20,FINISH,11,00:12:35,00:03:00,00:29:54,00:01:10,00:19:08,01:05:47,FINISH,1,805.0,210.0,1938.0,69.0,1438.0,4460.0,755.0,180.0,1794.0,70.0,1148.0,3947.0,50.0,30.0,144.0,-1.0,290.0,513.0,2024
188993,674964,2025 World Triathlon Para Championships Wollongong,2025-10-15,sprint,World Championships,750.0,20000.0,5000.0,00:11:12,00:01:17,00:35:14,00:00:40,00:20:39,01:09:02,FINISH,4,00:11:08,00:01:10,00:32:18,00:00:40,00:19:25,01:04:42,FINISH,1,672.0,77.0,2114.0,40.0,1239.0,4142.0,668.0,70.0,1938.0,40.0,1165.0,3882.0,4.0,7.0,176.0,0.0,74.0,260.0,2025
