event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,bike_pace_s_per_km_outlier,t2time_sec_outlier,runtime_sec_outlier,biketime_sec_outlier,bike_speed_kmh_outlier,run_pace_s_per_km_outlier,t1time_sec_outlier,swim_pace_s_per_100m_outlier,swimtime_sec_outlier
171976,582591,122421,Jules Ribstein,France,FINISH,1.0,00:10:32,00:02:10,n/a,n/a,00:20:49,00:33:30,PTS2 Men,sprint,2023 World Triathlon Para Series Swansea,2023-07-15,World Para Series,750.0,,5000.0,632.0,130.0,,,1249.0,2010.0,,,,False,632.0,2010.0,,,632.0,,Sprint,84.26666666666667,,249.8,,,33:30,2023 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
171976,582591,160752,Wim De Paepe,Belgium,FINISH,5.0,00:10:30,00:01:56,n/a,n/a,00:22:37,00:35:02,PTS2 Men,sprint,2023 World Triathlon Para Series Swansea,2023-07-15,World Para Series,750.0,,5000.0,630.0,116.0,,,1357.0,2102.0,,,,False,630.0,2102.0,,,630.0,,Sprint,84.0,,271.4,,,35:02,2023 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
172816,582633,160752,Wim De Paepe,Belgium,FINISH,6.0,00:10:20,00:00:51,00:32:37,00:00:58,00:21:51,01:06:37,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,620.0,51.0,1957.0,58.0,1311.0,3997.0,,,,False,620.0,3997.0,3997.0,3997.0,620.0,0.0,Sprint,,105.78378378378379,,34.031681144609095,21.146299744506898,1:06:37,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582633,22133,Mohamed Lahna,United States,FINISH,3.0,00:10:03,00:00:41,00:31:15,00:00:48,00:20:31,01:03:18,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,603.0,41.0,1875.0,48.0,1231.0,3798.0,,,,False,603.0,3798.0,3798.0,3798.0,603.0,0.0,Sprint,,101.35135135135135,,35.519999999999996,22.071097919999996,1:03:18,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582633,60932,Mark Barr,United States,FINISH,5.0,00:09:31,00:00:47,00:32:22,00:01:12,00:20:29,01:04:19,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,571.0,47.0,1942.0,72.0,1229.0,3859.0,,,,False,571.0,3859.0,3861.0,3861.0,571.0,-2.0,Sprint,,104.97297297297297,,34.29454170957776,21.30963367662204,1:04:19,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582633,91519,Lionel Morales,Spain,FINISH,7.0,00:10:15,00:01:28,00:34:26,00:01:15,00:22:54,01:10:17,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,615.0,88.0,2066.0,75.0,1374.0,4217.0,,,,False,615.0,4217.0,4218.0,4218.0,615.0,-1.0,Sprint,,111.67567567567568,,32.23620522749274,20.030643078412393,1:10:17,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582633,106588,Maurits Morsink,Netherlands,FINISH,1.0,00:08:41,00:01:00,00:30:41,00:00:49,00:19:13,01:00:24,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,521.0,60.0,1841.0,49.0,1153.0,3624.0,,,,False,521.0,3624.0,3624.0,3624.0,521.0,0.0,Sprint,,99.51351351351352,,36.17599130907116,22.478711895708855,1:00:24,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
172816,582633,122421,Jules Ribstein,France,FINISH,4.0,00:09:30,00:00:47,00:31:24,00:00:56,00:20:52,01:03:28,PTS2 Men,sprint,2023 World Triathlon Para Cup Paris,2023-08-19,World Para Cup,,18500.0,,570.0,47.0,1884.0,56.0,1252.0,3808.0,,,,False,570.0,3808.0,3809.0,3809.0,570.0,-1.0,Sprint,,101.83783783783784,,35.35031847133758,21.965662738853503,1:03:28,2023 World Triathlon Para Cup Paris,False,False,False,False,False,False,False,False,False
173746,582715,160752,Wim De Paepe,Belgium,FINISH,6.0,00:10:36,00:01:42,00:33:49,00:01:18,00:22:01,01:09:24,PTS2 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,636.0,102.0,2029.0,78.0,1321.0,4164.0,,,,False,636.0,4164.0,4166.0,4166.0,636.0,-2.0,Sprint,84.8,103.5204081632653,264.2,34.77575160177428,21.608643548546087,1:09:24,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582715,22133,Mohamed Lahna,United States,FINISH,2.0,00:11:38,00:01:34,00:32:03,00:01:14,00:19:52,01:06:20,PTS2 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,698.0,94.0,1923.0,74.0,1192.0,3980.0,,,,False,698.0,3980.0,3981.0,3981.0,698.0,-1.0,Sprint,93.06666666666666,98.11224489795917,238.4,36.69266770670827,22.799759625585025,1:06:20,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582715,91519,Lionel Morales,Spain,FINISH,4.0,00:10:44,00:02:14,00:32:59,00:01:24,00:20:22,01:07:41,PTS2 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,644.0,134.0,1979.0,84.0,1222.0,4061.0,,,,False,644.0,4061.0,4063.0,4063.0,644.0,-2.0,Sprint,85.86666666666666,100.96938775510203,244.4,35.65437089439111,22.154592097018696,1:07:41,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582715,106588,Maurits Morsink,Netherlands,FINISH,3.0,00:15:20,00:01:19,00:31:09,00:01:13,00:17:47,01:06:46,PTS2 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,920.0,79.0,1869.0,73.0,1067.0,4006.0,,,,False,920.0,4006.0,4008.0,4008.0,920.0,-2.0,Sprint,122.66666666666667,95.35714285714285,213.4,37.752808988764045,23.458500674157303,1:06:46,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
173746,582715,122421,Jules Ribstein,France,FINISH,1.0,00:10:34,00:01:23,00:33:17,00:01:09,00:19:40,01:06:00,PTS2 Men,sprint,2023 World Triathlon Para Championships Pontevedra,2023-09-22,World Championships,750.0,19600.0,5000.0,634.0,83.0,1997.0,69.0,1180.0,3960.0,,,,False,634.0,3960.0,3963.0,3963.0,634.0,-3.0,Sprint,84.53333333333333,101.88775510204081,236.0,35.33299949924888,21.954901231847774,1:06:00,2023 World Triathlon Para Championships Pontevedra,False,False,False,False,False,False,False,False,False
175735,596437,122421,Jules Ribstein,France,FINISH,1.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,01:04:39,PTS2 Men,sprint,2023 World Triathlon Para Cup Alhandra,2023-10-07,World Para Cup,750.0,19950.0,4930.0,,,,,,3879.0,,,,False,,3879.0,,,,,Sprint,,,,,,1:04:39,2023 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
183281,622225,91519,Lionel Morales,Spain,FINISH,1.0,00:11:18,00:02:12,00:35:49,00:01:05,00:19:16,01:09:42,PTS2 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,678.0,132.0,2149.0,65.0,1156.0,4182.0,,,,False,678.0,4182.0,4180.0,4180.0,678.0,2.0,Sprint,90.4,107.45,231.2,33.50395532805956,20.8183862261517,1:09:42,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183281,622225,106588,Maurits Morsink,Netherlands,FINISH,2.0,00:17:04,00:01:24,00:35:04,00:00:45,00:16:40,01:10:59,PTS2 Men,sprint,2023 World Triathlon Para Cup Malaga,2023-10-21,World Para Cup,750.0,20000.0,5000.0,1024.0,84.0,2104.0,45.0,1000.0,4259.0,,,,False,1024.0,4259.0,4257.0,4257.0,1024.0,2.0,Sprint,136.53333333333333,105.2,200.0,34.22053231939164,21.2636463878327,1:10:59,2023 World Triathlon Para Cup Malaga,False,False,False,False,False,False,False,False,False
183649,624264,160752,Wim De Paepe,Belgium,FINISH,1.0,00:11:13,00:00:56,00:38:18,00:01:07,00:21:51,01:13:27,PTS2 Men,sprint,2023 World Triathlon Para Cup Taranto,2023-10-29,World Para Cup,750.0,21000.0,5000.0,673.0,56.0,2298.0,67.0,1311.0,4407.0,,,,False,673.0,4407.0,4405.0,4405.0,673.0,2.0,Sprint,89.73333333333333,109.42857142857143,262.2,32.898172323759795,20.441970234986947,1:13:27,2023 World Triathlon Para Cup Taranto,False,False,False,False,False,False,False,False,False
183780,628079,60932,Mark Barr,United States,FINISH,1.0,00:10:35,00:01:44,00:36:25,00:01:58,00:20:24,01:11:08,PTS2 Men,sprint,2024 World Triathlon Para Series Devonport,2024-03-15,World Para Series,750.0,20000.0,5000.0,635.0,104.0,2185.0,118.0,1224.0,4268.0,,,,False,635.0,4268.0,4266.0,4266.0,635.0,2.0,Sprint,84.66666666666667,109.25,244.8,32.951945080091534,20.475383066361555,1:11:08,2024 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
183780,628079,160752,Wim De Paepe,Belgium,FINISH,3.0,00:11:14,00:01:41,00:38:02,00:01:46,00:22:11,01:14:56,PTS2 Men,sprint,2024 World Triathlon Para Series Devonport,2024-03-15,World Para Series,750.0,20000.0,5000.0,674.0,101.0,2282.0,106.0,1331.0,4496.0,,,,False,674.0,4496.0,4494.0,4494.0,674.0,2.0,Sprint,89.86666666666666,114.1,266.2,31.5512708150745,19.605044697633655,1:14:56,2024 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
183780,628079,91519,Lionel Morales,Spain,FINISH,2.0,00:12:00,00:02:23,00:36:02,00:02:02,00:21:58,01:14:27,PTS2 Men,sprint,2024 World Triathlon Para Series Devonport,2024-03-15,World Para Series,750.0,20000.0,5000.0,720.0,143.0,2162.0,122.0,1318.0,4467.0,,,,False,720.0,4467.0,4465.0,4465.0,720.0,2.0,Sprint,96.0,108.1,263.6,33.30249768732655,20.693206290471785,1:14:27,2024 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
183781,630320,60932,Mark Barr,United States,FINISH,1.0,00:10:03,00:01:57,00:32:29,00:01:19,00:20:38,01:06:26,PTS2 Men,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,4980.0,603.0,117.0,1949.0,79.0,1238.0,3986.0,,,,False,603.0,3986.0,3986.0,3986.0,603.0,0.0,Sprint,,97.45,248.59437751004015,36.94202154951257,22.954700872242174,1:06:26,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
185648,631981,122421,Jules Ribstein,France,FINISH,1.0,00:11:50,00:02:19,00:36:02,00:01:15,00:21:07,01:12:35,PTS2 Men,sprint,2024 World Triathlon Para Cup Vigo,2024-06-01,World Para Cup,750.0,20000.0,5.0,710.0,139.0,2162.0,75.0,1267.0,4355.0,,,,False,710.0,4355.0,4353.0,4353.0,710.0,2.0,Sprint,94.66666666666667,108.1,,33.30249768732655,20.693206290471785,1:12:35,2024 World Triathlon Para Cup Vigo,False,False,False,False,False,True,False,False,False
185648,631981,91519,Lionel Morales,Spain,FINISH,2.0,00:11:54,00:03:55,00:35:28,00:01:19,00:22:26,01:15:04,PTS2 Men,sprint,2024 World Triathlon Para Cup Vigo,2024-06-01,World Para Cup,750.0,20000.0,5.0,714.0,235.0,2128.0,79.0,1346.0,4504.0,,,,False,714.0,4504.0,4502.0,4502.0,714.0,2.0,Sprint,95.2,106.4,,33.83458646616541,21.02383082706767,1:15:04,2024 World Triathlon Para Cup Vigo,False,False,False,False,False,True,False,False,False
183783,634036,160752,Wim De Paepe,Belgium,FINISH,3.0,00:10:32,00:01:40,00:38:00,00:01:35,00:23:33,01:15:22,PTS2 Men,sprint,2024 World Triathlon Para Cup Besancon,2024-06-15,World Para Cup,750.0,21340.0,5000.0,632.0,100.0,2280.0,95.0,1413.0,4522.0,,,,False,632.0,4522.0,4520.0,4520.0,632.0,2.0,Sprint,84.26666666666667,106.84161199625117,282.6,33.694736842105264,20.93693232631579,1:15:22,2024 World Triathlon Para Cup Besancon,False,False,False,False,False,False,False,False,False
183783,634036,122421,Jules Ribstein,France,FINISH,1.0,00:10:23,00:01:28,00:38:04,00:01:43,00:20:22,01:12:01,PTS2 Men,sprint,2024 World Triathlon Para Cup Besancon,2024-06-15,World Para Cup,750.0,21340.0,5000.0,623.0,88.0,2284.0,103.0,1222.0,4321.0,,,,False,623.0,4321.0,4320.0,4320.0,623.0,1.0,Sprint,83.06666666666666,107.029053420806,244.4,33.63572679509632,20.900265194395793,1:12:01,2024 World Triathlon Para Cup Besancon,False,False,False,False,False,False,False,False,False
183784,634132,91519,Lionel Morales,Spain,FINISH,3.0,00:10:43,00:02:52,00:35:43,00:01:15,00:20:36,01:11:10,PTS2 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,643.0,172.0,2143.0,75.0,1236.0,4270.0,,,,False,643.0,4270.0,4269.0,4269.0,643.0,1.0,Sprint,85.73333333333333,110.01026694045174,247.2,32.72421838544097,20.333880302379843,1:11:10,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634132,22133,Mohamed Lahna,United States,FINISH,1.0,00:11:35,00:02:03,00:35:24,00:01:02,00:19:19,01:09:25,PTS2 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,695.0,123.0,2124.0,62.0,1159.0,4165.0,,,,False,695.0,4165.0,4163.0,4163.0,695.0,2.0,Sprint,92.66666666666667,109.03490759753593,231.8,33.016949152542374,20.515774711864406,1:09:25,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634132,106588,Maurits Morsink,Netherlands,FINISH,2.0,00:14:53,00:02:21,00:34:47,00:00:46,00:17:03,01:09:52,PTS2 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,893.0,141.0,2087.0,46.0,1023.0,4192.0,,,,False,893.0,4192.0,4190.0,4190.0,893.0,2.0,Sprint,119.06666666666666,107.13552361396303,204.6,33.60229995208433,20.87949472352659,1:09:52,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634132,160752,Wim De Paepe,Belgium,FINISH,5.0,00:10:39,00:02:15,00:36:25,00:01:08,00:22:23,01:12:53,PTS2 Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,639.0,135.0,2185.0,68.0,1343.0,4373.0,,,,False,639.0,4373.0,4370.0,4370.0,639.0,3.0,Sprint,85.2,112.16632443531827,268.6,32.09519450800916,19.943023106636158,1:12:53,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183785,634233,60932,Mark Barr,United States,FINISH,2.0,00:10:24,00:01:34,00:34:43,00:01:06,00:20:09,01:07:56,PTS2 Men,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,624.0,94.0,2083.0,66.0,1209.0,4076.0,,,,False,624.0,4076.0,4076.0,4076.0,624.0,0.0,Sprint,82.10526315789474,103.11881188118812,241.8,34.91118578972636,21.69279842534806,1:07:56,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
183785,634233,22133,Mohamed Lahna,United States,FINISH,1.0,00:11:50,00:01:18,00:32:53,00:01:03,00:20:05,01:07:09,PTS2 Men,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,710.0,78.0,1973.0,63.0,1205.0,4029.0,,,,False,710.0,4029.0,4029.0,4029.0,710.0,0.0,Sprint,93.42105263157895,97.67326732673267,241.0,36.85757729346174,22.902229660415614,1:07:09,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
163894,658393,91519,Lionel Morales,Spain,FINISH,6.0,00:11:47,00:02:12,00:34:09,00:01:14,00:20:59,01:10:21,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,707.0,132.0,2049.0,74.0,1259.0,4221.0,,,,False,707.0,4221.0,4221.0,4221.0,707.0,0.0,Sprint,94.26666666666667,102.45,251.8,35.13909224011713,21.834412884333823,1:10:21,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658393,106588,Maurits Morsink,Netherlands,FINISH,4.0,00:16:40,00:01:31,00:32:08,00:00:40,00:17:28,01:08:27,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,1000.0,91.0,1928.0,40.0,1048.0,4107.0,,,,False,1000.0,4107.0,4107.0,4107.0,1000.0,0.0,Sprint,133.33333333333334,96.4,209.6,37.344398340248965,23.20472614107884,1:08:27,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658393,122421,Jules Ribstein,France,FINISH,1.0,00:11:01,00:01:14,00:32:40,00:01:02,00:19:50,01:05:47,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,661.0,74.0,1960.0,62.0,1190.0,3947.0,,,,False,661.0,3947.0,3947.0,3947.0,661.0,0.0,Sprint,88.13333333333334,98.0,238.0,36.734693877551024,22.82587346938776,1:05:47,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658393,60932,Mark Barr,United States,FINISH,3.0,00:10:46,00:01:43,00:34:18,00:00:58,00:19:48,01:07:33,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,646.0,103.0,2058.0,58.0,1188.0,4053.0,,,,False,646.0,4053.0,4053.0,4053.0,646.0,0.0,Sprint,86.13333333333334,102.9,237.6,34.98542274052478,21.738927113702626,1:07:33,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658393,160752,Wim De Paepe,Belgium,FINISH,5.0,00:11:06,00:01:17,00:33:34,00:01:16,00:22:03,01:09:16,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,666.0,77.0,2014.0,76.0,1323.0,4156.0,,,,False,666.0,4156.0,4156.0,4156.0,666.0,0.0,Sprint,88.8,100.7,264.6,35.749751737835155,22.21385898709037,1:09:16,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658393,22133,Mohamed Lahna,United States,FINISH,2.0,00:12:09,00:01:15,00:33:00,00:00:52,00:20:02,01:07:18,PTS2 Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,729.0,75.0,1980.0,52.0,1202.0,4038.0,,,,False,729.0,4038.0,4038.0,4038.0,729.0,0.0,Sprint,97.2,99.0,240.4,36.36363636363636,22.59530909090909,1:07:18,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
183787,635477,160752,Wim De Paepe,Belgium,FINISH,1.0,00:11:31,00:03:29,00:32:15,00:01:17,00:21:13,01:09:46,PTS2 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,691.0,209.0,1935.0,77.0,1273.0,4186.0,,,,False,691.0,4186.0,4185.0,4185.0,691.0,1.0,Sprint,92.13333333333334,101.3089005235602,254.6,35.53488372093024,22.080346232558142,1:09:46,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635477,122421,Jules Ribstein,France,DNF,,00:11:38,00:03:12,00:00:00,00:00:00,00:00:00,DNF,PTS2 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,,,,,,,,,,False,,,,,,,Sprint,,,,,,,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635477,106588,Maurits Morsink,Netherlands,FINISH,4.0,00:17:28,00:03:31,00:32:18,00:00:51,00:18:33,01:12:41,PTS2 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,1048.0,211.0,1938.0,51.0,1113.0,4361.0,,,,False,1048.0,4361.0,4361.0,4361.0,1048.0,0.0,Sprint,139.73333333333332,101.46596858638743,222.6,35.47987616099071,22.04616613003096,1:12:41,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635477,91519,Lionel Morales,Spain,FINISH,3.0,00:11:42,00:04:41,00:33:11,00:01:29,00:20:35,01:11:37,PTS2 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,702.0,281.0,1991.0,89.0,1235.0,4297.0,,,,False,702.0,4297.0,4298.0,4298.0,702.0,-1.0,Sprint,93.6,104.24083769633508,247.0,34.53540934203918,21.45930183827223,1:11:37,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
194191,674081,22133,Mohamed Lahna,United States,FINISH,3.0,00:11:57,00:02:08,00:37:13,00:00:53,00:21:39,01:13:50,PTS2 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,717.0,128.0,2233.0,53.0,1299.0,4430.0,,,,False,717.0,4430.0,4430.0,4430.0,717.0,0.0,Sprint,95.6,105.23091423185674,259.8,34.21047917599641,21.257399656068067,1:13:50,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194191,674081,160752,Wim De Paepe,Belgium,FINISH,1.0,00:10:35,00:02:00,00:35:26,00:01:12,00:21:57,01:11:10,PTS2 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,635.0,120.0,2126.0,72.0,1317.0,4270.0,,,,False,635.0,4270.0,4270.0,4270.0,635.0,0.0,Sprint,84.66666666666667,100.1885014137606,263.4,35.93226716839135,22.3272687826905,1:11:10,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674457,22133,Mohamed Lahna,United States,FINISH,1.0,00:12:39,00:00:40,00:36:25,00:00:49,00:20:06,01:10:41,PTS2 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,759.0,40.0,2185.0,49.0,1206.0,4241.0,,,,False,759.0,4241.0,4239.0,4239.0,759.0,2.0,Sprint,101.2,104.04761904761905,241.2,34.599542334096114,21.499152219679637,1:10:41,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674457,122421,Jules Ribstein,France,FINISH,2.0,00:11:05,00:00:43,00:37:41,00:01:29,00:20:16,01:11:15,PTS2 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,665.0,43.0,2261.0,89.0,1216.0,4275.0,,,,False,665.0,4275.0,4274.0,4274.0,665.0,1.0,Sprint,88.66666666666667,107.66666666666667,243.2,33.43653250773993,20.77649164086687,1:11:15,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674457,91519,Lionel Morales,Spain,FINISH,4.0,00:12:09,00:01:19,00:38:02,00:02:03,00:22:27,01:16:02,PTS2 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,729.0,79.0,2282.0,123.0,1347.0,4562.0,,,,False,729.0,4562.0,4560.0,4560.0,729.0,2.0,Sprint,97.2,108.66666666666667,269.4,33.128834355828225,20.58529693251534,1:16:02,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194208,674515,22133,Mohamed Lahna,United States,FINISH,2.0,00:12:41,00:01:00,00:33:11,00:00:55,00:20:17,01:08:04,PTS2 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,761.0,60.0,1991.0,55.0,1217.0,4084.0,,,,False,761.0,4084.0,4084.0,4084.0,761.0,0.0,Sprint,101.46666666666667,97.59803921568628,243.4,36.88598694123556,22.91988259166248,1:08:04,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674515,60932,Mark Barr,United States,FINISH,3.0,00:11:03,00:00:57,00:33:51,00:01:07,00:21:58,01:08:56,PTS2 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,663.0,57.0,2031.0,67.0,1318.0,4136.0,,,,False,663.0,4136.0,4136.0,4136.0,663.0,0.0,Sprint,88.4,99.55882352941177,263.6,36.15952732644017,22.468481654357454,1:08:56,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674515,160752,Wim De Paepe,Belgium,FINISH,1.0,00:11:03,00:00:52,00:32:21,00:01:01,00:21:35,01:06:52,PTS2 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,663.0,52.0,1941.0,61.0,1295.0,4012.0,,,,False,663.0,4012.0,4012.0,4012.0,663.0,0.0,Sprint,88.4,95.14705882352942,259.0,37.83616692426584,23.51029687789799,1:06:52,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194855,674870,122421,Jules Ribstein,France,FINISH,1.0,00:11:04,00:01:42,00:30:53,00:01:42,00:21:27,01:06:49,PTS2 Men,sprint,2025 World Triathlon Para Cup Tata,2025-07-19,World Para Cup,750.0,18000.0,5000.0,664.0,102.0,1853.0,102.0,1287.0,4009.0,,,,False,664.0,4009.0,4008.0,4008.0,664.0,1.0,Sprint,88.53333333333333,102.94444444444444,257.4,34.970318402590394,21.729541716135994,1:06:49,2025 World Triathlon Para Cup Tata,False,False,False,False,False,False,False,False,False
194856,674890,91519,Lionel Morales,Spain,FINISH,1.0,00:13:27,00:01:29,00:32:04,00:03:29,00:22:02,01:12:32,PTS2 Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,807.0,89.0,1924.0,209.0,1322.0,4352.0,,,,False,807.0,4352.0,4351.0,4351.0,807.0,1.0,Sprint,,100.73298429319371,264.4,35.738045738045734,22.206585218295217,1:12:32,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
188993,674976,91519,Lionel Morales,Spain,FINISH,7.0,00:10:37,00:02:20,00:39:27,00:01:14,00:21:40,01:15:19,PTS2 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,637.0,140.0,2367.0,74.0,1300.0,4519.0,,,,False,637.0,4519.0,4518.0,4518.0,637.0,1.0,Standard,,,,,,1:15:19,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
