event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,biketime_sec_outlier,swimtime_sec_outlier,bike_speed_kmh_outlier,swim_pace_s_per_100m_outlier,run_pace_s_per_km_outlier,t2time_sec_outlier,t1time_sec_outlier,runtime_sec_outlier,bike_pace_s_per_km_outlier
183781,630326,122515,Lauren Parker H1,Australia,FINISH,1.0,00:12:03,00:02:21,00:34:18,00:00:57,00:13:57,01:03:36,PTWC Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,5000.0,723.0,141.0,2058.0,57.0,837.0,3816.0,H1,218.0,2024.0,False,723.0,3816.0,3816.0,3816.0,723.0,0.0,Sprint,,102.9,167.4,34.98542274052478,21.738927113702626,1:03:36,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183781,630326,124233,Jessica Ferreira H1,Brazil,FINISH,3.0,00:13:46,00:01:46,00:35:20,00:00:55,00:13:15,01:05:02,PTWC Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,5000.0,826.0,106.0,2120.0,55.0,795.0,3902.0,H1,218.0,2024.0,False,826.0,3902.0,3902.0,3902.0,826.0,0.0,Sprint,,106.0,159.0,33.9622641509434,21.10316603773585,1:05:02,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183781,630326,83771,Kendall Gretsch H2,United States,FINISH,4.0,00:11:34,00:01:42,00:35:01,00:00:46,00:12:59,01:05:40,PTWC Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,5000.0,694.0,102.0,2101.0,46.0,779.0,3940.0,H2,218.0,2024.0,True,694.0,3940.0,3722.0,3722.0,694.0,218.0,Sprint,,105.05,155.8,34.26939552594003,21.294008567348882,1:05:40,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183781,630326,132337,Leanne Taylor H1,Canada,FINISH,2.0,00:12:53,00:02:11,00:35:58,00:01:00,00:12:59,01:05:01,PTWC Women,sprint,2024 World Triathlon Para Series Yokohama,2024-05-11,World Para Series,,20000.0,5000.0,773.0,131.0,2158.0,60.0,779.0,3901.0,H1,218.0,2024.0,False,773.0,3901.0,3901.0,3901.0,773.0,0.0,Sprint,,107.9,155.8,33.364226135310474,20.731562557924004,1:05:01,2024 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
183784,634138,83771,Kendall Gretsch H2,United States,FINISH,2.0,00:11:33,00:02:20,00:39:38,00:00:40,00:15:45,01:13:36,PTWC Women,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,693.0,140.0,2378.0,40.0,945.0,4416.0,H2,218.0,2024.0,True,693.0,4416.0,4196.0,4196.0,693.0,220.0,Sprint,92.4,122.07392197125256,189.0,29.490328006728344,18.3244346038688,1:13:36,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634138,132337,Leanne Taylor H1,Canada,FINISH,1.0,00:12:50,00:02:40,00:41:42,00:00:50,00:14:18,01:12:21,PTWC Women,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,770.0,160.0,2502.0,50.0,858.0,4341.0,H1,218.0,2024.0,False,770.0,4341.0,4340.0,4340.0,770.0,1.0,Sprint,102.66666666666667,128.4394250513347,171.6,28.02877697841727,17.41626917985612,1:12:21,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183785,634240,124233,Jessica Ferreira H1,Brazil,FINISH,3.0,00:14:10,00:01:28,00:36:53,00:01:07,00:13:16,01:06:54,PTWC Women,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,850.0,88.0,2213.0,67.0,796.0,4014.0,H1,218.0,2024.0,False,850.0,4014.0,4014.0,4014.0,850.0,0.0,Sprint,111.8421052631579,109.55445544554456,159.2,32.86037053773159,20.418481301400817,1:06:54,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
183785,634240,132337,Leanne Taylor H1,Canada,FINISH,2.0,00:13:40,00:01:41,00:36:13,00:00:55,00:13:18,01:05:47,PTWC Women,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,820.0,101.0,2173.0,55.0,798.0,3947.0,H1,218.0,2024.0,False,820.0,3947.0,3947.0,3947.0,820.0,0.0,Sprint,107.89473684210527,107.57425742574257,159.6,33.46525540727105,20.79433921767142,1:05:47,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
183785,634240,83771,Kendall Gretsch H2,United States,FINISH,1.0,00:12:02,00:01:11,00:34:42,00:00:45,00:13:16,01:05:34,PTWC Women,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,722.0,71.0,2082.0,45.0,796.0,3934.0,H2,218.0,2024.0,True,722.0,3934.0,3716.0,3716.0,722.0,218.0,Sprint,95.0,103.06930693069307,159.2,34.92795389048991,21.703217636887604,1:05:34,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
163894,658386,132337,Leanne Taylor H1,Canada,FINISH,3.0,00:14:31,00:01:43,00:41:07,00:00:50,00:14:00,01:12:11,PTWC Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,871.0,103.0,2467.0,50.0,840.0,4331.0,H1,218.0,2024.0,False,871.0,4331.0,4331.0,4331.0,871.0,0.0,Sprint,116.13333333333334,123.35,168.0,29.18524523713012,18.134865018240777,1:12:11,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658386,124233,Jessica Ferreira H1,Brazil,DNF,,00:15:10,00:01:44,00:38:15,00:00:59,00:00:00,DNF,PTWC Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,,,,,,,H1,218.0,2024.0,False,,,,,,,Sprint,,,,,,,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658386,122515,Lauren Parker H1,Australia,FINISH,1.0,00:13:19,00:01:48,00:36:39,00:00:49,00:13:48,01:06:23,PTWC Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,799.0,108.0,2199.0,49.0,828.0,3983.0,H1,218.0,2024.0,False,799.0,3983.0,3983.0,3983.0,799.0,0.0,Sprint,106.53333333333333,109.95,165.6,32.74215552523874,20.345025920873123,1:06:23,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658386,83771,Kendall Gretsch H2,United States,FINISH,2.0,00:12:41,00:01:13,00:36:28,00:00:33,00:13:13,01:07:46,PTWC Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,761.0,73.0,2188.0,33.0,793.0,4066.0,H2,218.0,2024.0,True,761.0,4066.0,3848.0,3848.0,761.0,218.0,Sprint,101.46666666666667,109.4,158.6,32.90676416819013,20.44730895795247,1:07:46,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
185650,632034,124233,Jessica Ferreira H1,Brazil,FINISH,1.0,00:18:46,00:01:57,00:35:56,00:01:26,00:13:32,01:11:37,PTWC Women,sprint,2024 World Triathlon Para Cup Alhandra,2024-10-12,World Para Cup,750.0,19000.0,5000.0,1126.0,117.0,2156.0,86.0,812.0,4297.0,H1,218.0,2024.0,False,1126.0,4297.0,4297.0,4297.0,1126.0,0.0,Sprint,150.13333333333333,113.47368421052632,162.4,31.725417439703154,19.713254359925788,1:11:37,2024 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
183787,635484,122515,Lauren Parker H1,Australia,FINISH,3.0,00:13:08,00:04:38,00:36:04,00:01:13,00:13:55,01:08:57,PTWC Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,788.0,278.0,2164.0,73.0,835.0,4137.0,H1,218.0,2024.0,False,788.0,4137.0,4138.0,4138.0,788.0,-1.0,Sprint,105.06666666666666,113.29842931937172,167.0,31.77449168207024,19.74374767097967,1:08:57,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635484,132337,Leanne Taylor H1,Canada,FINISH,4.0,00:14:17,00:03:33,00:37:59,00:01:07,00:13:10,01:10:07,PTWC Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,857.0,213.0,2279.0,67.0,790.0,4207.0,H1,218.0,2024.0,False,857.0,4207.0,4206.0,4206.0,857.0,1.0,Sprint,114.26666666666667,119.31937172774869,158.0,30.171127687582274,18.747463782360686,1:10:07,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635484,124233,Jessica Ferreira H1,Brazil,FINISH,2.0,00:14:13,00:03:33,00:36:09,00:01:05,00:12:45,01:07:45,PTWC Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,853.0,213.0,2169.0,65.0,765.0,4065.0,H1,218.0,2024.0,False,853.0,4065.0,4065.0,4065.0,853.0,0.0,Sprint,113.73333333333333,113.56020942408377,153.0,31.70124481327801,19.69823419087137,1:07:45,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635484,83771,Kendall Gretsch H2,United States,FINISH,1.0,00:12:40,00:03:03,00:34:33,00:00:54,00:12:43,01:07:31,PTWC Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,760.0,183.0,2073.0,54.0,763.0,4051.0,H2,218.0,2024.0,True,760.0,4051.0,3833.0,3833.0,760.0,218.0,Sprint,101.33333333333333,108.53403141361255,152.6,33.16931982633864,20.61045342981187,1:07:31,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
194210,671136,122515,Lauren Parker H1,Australia,FINISH,1.0,00:13:04,00:02:02,00:38:42,00:01:25,00:13:31,01:08:45,PTWC Women,sprint,2025 World Triathlon Para Series Devonport,2025-03-14,World Para Series,750.0,20000.0,5000.0,784.0,122.0,2322.0,85.0,811.0,4125.0,H1,218.0,2025.0,False,784.0,4125.0,4124.0,4124.0,784.0,1.0,Sprint,104.53333333333333,116.1,162.2,31.007751937984494,19.26731782945736,1:08:45,2025 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
194191,674087,122515,Lauren Parker H1,Australia,FINISH,1.0,00:12:09,00:02:40,00:37:54,00:01:03,00:14:25,01:08:11,PTWC Women,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,729.0,160.0,2274.0,63.0,865.0,4091.0,H1,218.0,2025.0,False,729.0,4091.0,4091.0,4091.0,729.0,0.0,Sprint,97.2,107.16305372290293,173.0,33.59366754617414,20.87413079683377,1:08:11,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674463,124233,Jessica Ferreira H1,Brazil,FINISH,1.0,00:14:30,00:00:41,00:42:39,00:00:30,00:14:04,01:12:25,PTWC Women,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,870.0,41.0,2559.0,30.0,844.0,4345.0,H1,218.0,2025.0,False,870.0,4345.0,4344.0,4344.0,870.0,1.0,Sprint,116.0,121.85714285714286,168.8,29.542790152403285,18.357033059788982,1:12:25,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194213,674443,122515,Lauren Parker H1,Australia,FINISH,1.0,00:12:02,00:01:32,00:37:54,00:00:48,00:13:56,01:06:12,PTWC Women,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,722.0,92.0,2274.0,48.0,836.0,3972.0,H1,218.0,2025.0,False,722.0,3972.0,3972.0,3972.0,722.0,0.0,Sprint,96.26666666666667,120.31746031746033,167.2,29.920844327176777,18.59194496042216,1:06:12,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194213,674443,83771,Kendall Gretsch H2,United States,FINISH,2.0,00:11:49,00:00:57,00:38:38,00:00:31,00:12:50,01:08:23,PTWC Women,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,709.0,57.0,2318.0,31.0,770.0,4103.0,H2,218.0,2025.0,True,709.0,4103.0,3885.0,3885.0,709.0,218.0,Sprint,94.53333333333333,122.64550264550266,154.0,29.352890422778255,18.23903487489215,1:08:23,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194208,674522,122515,Lauren Parker H1,Australia,FINISH,1.0,00:12:05,00:01:32,00:35:08,00:00:55,00:13:28,01:03:08,PTWC Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,21500.0,5000.0,725.0,92.0,2108.0,55.0,808.0,3788.0,H1,218.0,2025.0,False,725.0,3788.0,3788.0,3788.0,725.0,0.0,Sprint,96.66666666666667,98.04651162790698,161.6,36.71726755218216,22.81504525616698,1:03:08,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674522,124233,Jessica Ferreira H1,Brazil,FINISH,4.0,00:13:37,00:01:08,00:37:10,00:00:38,00:13:15,01:05:48,PTWC Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,21500.0,5000.0,817.0,68.0,2230.0,38.0,795.0,3948.0,H1,218.0,2025.0,False,817.0,3948.0,3948.0,3948.0,817.0,0.0,Sprint,108.93333333333334,103.72093023255815,159.0,34.708520179372194,21.56686789237668,1:05:48,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674522,83771,Kendall Gretsch H2,United States,FINISH,3.0,00:11:51,00:00:51,00:35:37,00:00:33,00:12:55,01:05:25,PTWC Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,21500.0,5000.0,711.0,51.0,2137.0,33.0,775.0,3925.0,H2,218.0,2025.0,True,711.0,3925.0,3707.0,3707.0,711.0,218.0,Sprint,94.8,99.3953488372093,155.0,36.21899859616285,22.505435376696305,1:05:25,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194856,674896,124233,Jessica Ferreira H1,Brazil,FINISH,1.0,00:26:22,00:01:09,00:34:49,00:00:55,00:13:22,01:16:39,PTWC Women,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,1582.0,69.0,2089.0,55.0,802.0,4599.0,H1,218.0,2025.0,False,1582.0,4599.0,4597.0,4597.0,1582.0,2.0,Sprint,,109.37172774869109,160.4,32.915270464337006,20.45259452369555,1:16:39,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
188993,674970,124233,Jessica Ferreira H1,Brazil,FINISH,3.0,00:13:16,00:01:50,00:42:44,00:00:50,00:14:05,01:12:45,PTWC Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,796.0,110.0,2564.0,50.0,845.0,4365.0,H1,218.0,2025.0,False,796.0,4365.0,4365.0,4365.0,796.0,0.0,Standard,,,,,,1:12:45,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674970,122515,Lauren Parker H1,Australia,FINISH,1.0,00:11:59,00:02:22,00:40:16,00:01:01,00:15:05,01:10:43,PTWC Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,719.0,142.0,2416.0,61.0,905.0,4243.0,H1,218.0,2025.0,False,719.0,4243.0,4243.0,4243.0,719.0,0.0,Standard,,,,,,1:10:43,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
