event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,t2time_sec_outlier,runtime_sec_outlier,bike_speed_kmh_outlier,bike_pace_s_per_km_outlier,biketime_sec_outlier,swim_pace_s_per_100m_outlier,swimtime_sec_outlier,run_pace_s_per_km_outlier,t1time_sec_outlier
163894,658397,60938,Allysa Seely,United States,FINISH,3.0,00:13:12,00:01:14,00:39:34,00:00:46,00:21:47,01:16:33,PTS2 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,792.0,74.0,2374.0,46.0,1307.0,4593.0,,,,False,792.0,4593.0,4593.0,4593.0,792.0,0.0,Sprint,105.6,118.7,261.4,30.328559393428808,18.84528727885425,1:16:33,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658397,166026,Anu Francis,Australia,FINISH,4.0,00:14:38,00:02:03,00:36:27,00:01:00,00:23:40,01:17:48,PTS2 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,878.0,123.0,2187.0,60.0,1420.0,4668.0,,,,False,878.0,4668.0,4668.0,4668.0,878.0,0.0,Sprint,117.06666666666666,109.35,284.0,32.92181069958848,20.456658436213992,1:17:48,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658397,114644,Veronica Yoko Plebani,Italy,FINISH,2.0,00:13:12,00:01:43,00:37:47,00:00:59,00:21:56,01:15:37,PTS2 Women,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,792.0,103.0,2267.0,59.0,1316.0,4537.0,,,,False,792.0,4537.0,4537.0,4537.0,792.0,0.0,Sprint,105.6,113.35,263.2,31.7600352889281,19.734764887516544,1:15:37,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
183787,635486,166026,Anu Francis,Australia,DNS,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,DNS,PTS2 Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,,,,,,,,,,False,,,,,,,Sprint,,,,,,,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635486,60938,Allysa Seely,United States,FINISH,1.0,00:11:23,00:16:14,00:38:21,00:01:10,00:22:15,01:19:23,PTS2 Women,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,683.0,,2301.0,70.0,1335.0,4763.0,,,,False,683.0,4763.0,5363.0,5363.0,683.0,-600.0,Sprint,91.06666666666666,120.47120418848166,267.0,29.88265971316819,18.568218148631033,1:19:23,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,True
194210,671138,166026,Anu Francis,Australia,FINISH,1.0,00:13:32,00:02:32,00:40:26,00:01:34,00:23:36,01:21:41,PTS2 Women,sprint,2025 World Triathlon Para Series Devonport,2025-03-14,World Para Series,750.0,20000.0,5000.0,812.0,152.0,2426.0,94.0,1416.0,4901.0,,,,False,812.0,4901.0,4900.0,4900.0,812.0,1.0,Sprint,108.26666666666667,121.3,283.2,29.67848309975268,18.44134872217642,1:21:41,2025 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
194191,674089,166026,Anu Francis,Australia,FINISH,1.0,00:14:22,00:03:00,00:39:05,00:01:12,00:23:41,01:21:20,PTS2 Women,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,862.0,180.0,2345.0,72.0,1421.0,4880.0,,,,False,862.0,4880.0,4880.0,4880.0,862.0,0.0,Sprint,114.93333333333334,110.50895381715364,284.2,32.576545842217485,20.24212086652452,1:21:20,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194213,674445,60938,Allysa Seely,United States,FINISH,1.0,00:00:00,00:14:51,00:43:08,00:01:31,00:26:31,01:26:01,PTS2 Women,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,,,2588.0,91.0,1591.0,5161.0,,,,False,,5161.0,,,,,Sprint,,136.93121693121694,318.2,26.290571870170012,16.33619893353941,1:26:01,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,True
194208,674524,60938,Allysa Seely,United States,FINISH,2.0,00:15:02,00:01:14,00:37:23,00:01:30,00:24:27,01:19:36,PTS2 Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,902.0,74.0,2243.0,90.0,1467.0,4776.0,,,,False,902.0,4776.0,4776.0,4776.0,902.0,0.0,Sprint,120.26666666666667,109.95098039215686,293.4,32.74186357556843,20.344844511814532,1:19:36,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674524,166026,Anu Francis,Australia,FINISH,1.0,00:13:38,00:01:37,00:35:48,00:01:25,00:24:15,01:16:43,PTS2 Women,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,818.0,97.0,2148.0,85.0,1455.0,4603.0,,,,False,818.0,4603.0,4603.0,4603.0,818.0,0.0,Sprint,109.06666666666666,105.29411764705883,291.0,34.18994413407821,21.24463977653631,1:16:43,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
188993,674968,166026,Anu Francis,Australia,FINISH,1.0,00:13:09,00:02:12,00:39:23,00:01:04,00:23:08,01:18:56,PTS2 Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,789.0,132.0,2363.0,64.0,1388.0,4736.0,,,,False,789.0,4736.0,4736.0,4736.0,789.0,0.0,Standard,,,,,,1:18:56,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674968,60938,Allysa Seely,United States,FINISH,4.0,00:13:11,00:02:16,00:42:41,00:01:16,00:26:10,01:25:34,PTS2 Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,791.0,136.0,2561.0,76.0,1570.0,5134.0,,,,False,791.0,5134.0,5134.0,5134.0,791.0,0.0,Standard,,,,,,1:25:34,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674968,60937,Hailey Danz,United States,FINISH,2.0,00:11:54,00:01:59,00:41:19,00:00:52,00:23:15,01:19:18,PTS2 Women,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,714.0,119.0,2479.0,52.0,1395.0,4758.0,,,,False,714.0,4758.0,4759.0,4759.0,714.0,-1.0,Standard,,,,,,1:19:18,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
