event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,run_pace_s_per_km_outlier,t1time_sec_outlier,runtime_sec_outlier,t2time_sec_outlier,swimtime_sec_outlier,bike_speed_kmh_outlier,biketime_sec_outlier,swim_pace_s_per_100m_outlier,bike_pace_s_per_km_outlier
183784,634130,114957,Florian Brungraber H2,Austria,FINISH,2,00:10:06,00:01:51,00:35:02,00:00:42,00:11:56,01:02:39,PTWC Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,606.0,111.0,2102.0,42.0,716.0,3759.0,H2,180.0,2024.0,True,606.0,3759.0,3577.0,3577.0,606.0,182.0,Sprint,80.8,107.90554414784394,143.2,33.36251189343482,20.73049737773549,1:02:39,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634130,75037,Jetze Plat H2,Netherlands,FINISH,1,00:12:21,00:01:58,00:32:42,00:00:45,00:11:37,00:59:24,PTWC Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,741.0,118.0,1962.0,45.0,697.0,3564.0,H2,180.0,2024.0,True,741.0,3564.0,3563.0,3563.0,741.0,1.0,Sprint,98.8,100.71868583162217,139.4,35.74311926605505,22.209737761467892,59:24,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183784,634130,75860,Geert Schipper H2,Netherlands,FINISH,3,00:10:17,00:01:52,00:35:39,00:00:44,00:11:36,01:03:10,PTWC Men,sprint,2024 World Triathlon Para Series Swansea,2024-06-22,World Para Series,750.0,19480.0,5000.0,617.0,112.0,2139.0,44.0,696.0,3790.0,H2,180.0,2024.0,True,617.0,3790.0,3608.0,3608.0,617.0,182.0,Sprint,82.26666666666667,109.80492813141683,139.2,32.78541374474054,20.371905323983174,1:03:10,2024 World Triathlon Para Series Swansea,False,False,False,False,False,False,False,False,False
183785,634231,69957,Howie Sanborn H1,United States,FINISH,2,00:14:17,00:01:29,00:31:52,00:01:12,00:13:04,01:01:54,PTWC Men,sprint,2024 World Triathlon Para Series Montreal,2024-06-29,World Para Series,760.0,20200.0,5000.0,857.0,89.0,1912.0,72.0,784.0,3714.0,H1,180.0,2024.0,False,857.0,3714.0,3714.0,3714.0,857.0,0.0,Sprint,112.76315789473685,94.65346534653466,156.8,38.03347280334728,23.632897029288703,1:01:54,2024 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
163894,658385,114957,Florian Brungraber H2,Austria,FINISH,2,00:11:15,00:01:14,00:31:49,00:00:51,00:11:16,00:59:25,PTWC Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,675.0,74.0,1909.0,51.0,676.0,3565.0,H2,180.0,2024.0,True,675.0,3565.0,3385.0,3385.0,675.0,180.0,Sprint,90.0,95.45,135.2,37.71608171817706,23.435679413305397,59:25,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658385,75860,Geert Schipper H2,Netherlands,FINISH,3,00:11:21,00:01:06,00:32:42,00:00:42,00:11:29,01:00:20,PTWC Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,681.0,66.0,1962.0,42.0,689.0,3620.0,H2,180.0,2024.0,True,681.0,3620.0,3440.0,3440.0,681.0,180.0,Sprint,90.8,98.1,137.8,36.69724770642202,22.802605504587156,1:00:20,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658385,75037,Jetze Plat H2,Netherlands,FINISH,1,00:10:19,00:01:14,00:31:19,00:00:40,00:11:44,00:58:16,PTWC Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,619.0,74.0,1879.0,40.0,704.0,3496.0,H2,180.0,2024.0,True,619.0,3496.0,3316.0,3316.0,619.0,180.0,Sprint,82.53333333333333,93.95,140.8,38.318254390633314,23.809852048962213,58:16,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
163894,658385,69957,Howie Sanborn H1,United States,FINISH,9,00:14:24,00:01:36,00:34:06,00:00:46,00:18:49,01:09:41,PTWC Men,sprint,Paris 2024 Paralympic Games,2024-09-02,Major Games,750.0,20000.0,5000.0,864.0,96.0,2046.0,46.0,1129.0,4181.0,H1,180.0,2024.0,False,864.0,4181.0,4181.0,4181.0,864.0,0.0,Sprint,115.2,102.3,225.8,35.19061583577712,21.866428152492666,1:09:41,Paris 2024 Paralympic Games,False,False,False,False,False,False,False,False,False
183787,635475,114957,Florian Brungraber H2,Austria,FINISH,2,00:11:19,00:02:26,00:30:32,00:00:51,00:10:44,00:58:52,PTWC Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,679.0,146.0,1832.0,51.0,644.0,3532.0,H2,180.0,2024.0,True,679.0,3532.0,3352.0,3352.0,679.0,180.0,Sprint,90.53333333333333,95.91623036649214,128.8,37.53275109170306,23.321763078602622,58:52,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635475,69957,Howie Sanborn H1,United States,FINISH,6,00:14:29,00:03:47,00:32:53,00:01:05,00:12:36,01:04:51,PTWC Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,869.0,227.0,1973.0,65.0,756.0,3891.0,H1,180.0,2024.0,False,869.0,3891.0,3890.0,3890.0,869.0,1.0,Sprint,115.86666666666666,103.29842931937172,151.2,34.85048150025342,21.65507854029397,1:04:51,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
183787,635475,75037,Jetze Plat H2,Netherlands,FINISH,1,00:10:16,00:02:36,00:28:51,00:00:52,00:11:04,00:56:39,PTWC Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,616.0,156.0,1731.0,52.0,664.0,3399.0,H2,180.0,2024.0,True,616.0,3399.0,3219.0,3219.0,616.0,180.0,Sprint,82.13333333333334,90.6282722513089,132.8,39.722703639514734,24.68253608318891,56:39,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,False,False,False,False,False,False,False
194196,671097,114957,Florian Brungraber H2,Austria,FINISH,2,00:10:14,00:01:32,00:30:45,00:00:47,00:11:54,00:58:12,PTWC Men,sprint,2025 World Triathlon Para Cup Abu Dhabi,2025-02-15,World Para Cup,,19980.0,750.0,614.0,92.0,1845.0,47.0,714.0,3492.0,H2,188.0,2025.0,True,614.0,3492.0,3312.0,3312.0,614.0,180.0,Sprint,,92.34234234234233,,38.98536585365854,24.22437576585366,58:12,2025 World Triathlon Para Cup Abu Dhabi,True,False,False,False,False,False,False,False,False
194210,671128,69957,Howie Sanborn H1,United States,FINISH,1,00:13:59,00:01:43,00:38:12,00:01:11,00:14:25,01:09:33,PTWC Men,sprint,2025 World Triathlon Para Series Devonport,2025-03-14,World Para Series,750.0,20000.0,5000.0,839.0,103.0,2292.0,71.0,865.0,4173.0,H1,188.0,2025.0,False,839.0,4173.0,4170.0,4170.0,839.0,3.0,Sprint,111.86666666666666,114.6,173.0,31.413612565445025,19.51950785340314,1:09:33,2025 World Triathlon Para Series Devonport,False,False,False,False,False,False,False,False,False
194191,674096,75860,Geert Schipper H2,Netherlands,FINISH,1,00:10:52,00:01:48,00:34:09,00:00:50,00:11:39,01:02:18,PTWC Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,652.0,108.0,2049.0,50.0,699.0,3738.0,H2,188.0,2025.0,True,652.0,3738.0,3558.0,3558.0,652.0,180.0,Sprint,86.93333333333334,96.559849198869,139.8,37.28257686676427,23.166312070278185,1:02:18,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194191,674096,69957,Howie Sanborn H1,United States,FINISH,4,00:12:59,00:02:46,00:37:44,00:01:11,00:15:14,01:09:54,PTWC Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,779.0,166.0,2264.0,71.0,914.0,4194.0,H1,188.0,2025.0,False,779.0,4194.0,4194.0,4194.0,779.0,0.0,Sprint,103.86666666666666,106.69180018850142,182.8,33.74204946996466,20.966331021201412,1:09:54,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674455,75860,Geert Schipper H2,Netherlands,FINISH,1,00:11:35,00:00:40,00:35:51,00:00:49,00:11:45,01:03:41,PTWC Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,695.0,40.0,2151.0,49.0,705.0,3821.0,H2,188.0,2025.0,True,695.0,3821.0,3640.0,3640.0,695.0,181.0,Sprint,92.66666666666667,102.42857142857143,141.0,35.146443514644346,21.838980753138074,1:03:41,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194213,674435,69957,Howie Sanborn H1,United States,FINISH,2,00:13:45,00:01:14,00:38:04,00:00:54,00:13:59,01:07:56,PTWC Men,sprint,2025 World Triathlon Para Cup Magog,2025-07-12,World Para Cup,750.0,18900.0,5000.0,825.0,74.0,2284.0,54.0,839.0,4076.0,H1,188.0,2025.0,False,825.0,4076.0,4076.0,4076.0,825.0,0.0,Sprint,110.0,120.84656084656086,167.8,29.789842381786336,18.510544150612958,1:07:56,2025 World Triathlon Para Cup Magog,False,False,False,False,False,False,False,False,False
194208,674513,69957,Howie Sanborn H1,United States,FINISH,3,00:13:41,00:01:21,00:34:30,00:00:55,00:13:42,01:04:09,PTWC Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,21500.0,5000.0,821.0,81.0,2070.0,55.0,822.0,3849.0,H1,188.0,2025.0,False,821.0,3849.0,3849.0,3849.0,821.0,0.0,Sprint,109.46666666666667,96.27906976744185,164.4,37.39130434782609,23.23387217391305,1:04:09,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
188993,674978,114957,Florian Brungraber H2,Austria,FINISH,2,00:10:30,00:01:39,00:36:26,00:00:45,00:12:35,01:04:54,PTWC Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,630.0,99.0,2186.0,45.0,755.0,3894.0,H2,188.0,2025.0,True,630.0,3894.0,3715.0,3715.0,630.0,179.0,Standard,,,,,,1:04:54,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674978,69957,Howie Sanborn H1,United States,FINISH,4,00:13:04,00:01:51,00:38:40,00:00:55,00:14:31,01:09:02,PTWC Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,784.0,111.0,2320.0,55.0,871.0,4142.0,H1,188.0,2025.0,False,784.0,4142.0,4141.0,4141.0,784.0,1.0,Standard,,,,,,1:09:02,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
