event_id,prog_id,athlete_id,full_name,country,finish_status,finish_position,swimtime,t1time,biketime,t2time,runtime,total_time,prog_name,prog_distance_category,event_name,event_date,cat_name,swim_distance,bike_distance,run_distance,swimtime_sec,t1time_sec,biketime_sec,t2time_sec,runtime_sec,total_time_sec,para_subclass,time_factor_sec,time_factor_year,time_factor_applied,swimtime_sec_adjusted,total_time_sec_adjusted,sum_splits_sec,total_time_sec_raw,swimtime_sec_raw,time_factor_segment_sec,distance_panel,swim_pace_s_per_100m,bike_pace_s_per_km,run_pace_s_per_km,bike_speed_kmh,bike_speed_mph,total_time_fmt,event_label,runtime_sec_outlier,run_pace_s_per_km_outlier,t1time_sec_outlier,biketime_sec_outlier,t2time_sec_outlier,bike_speed_kmh_outlier,swim_pace_s_per_100m_outlier,swimtime_sec_outlier,bike_pace_s_per_km_outlier
183787,635479,25535,Gregoire Berthon,France,FINISH,5.0,00:10:45,02:42:00,00:30:22,00:49:00,00:18:47,01:03:25,PTS4 Men,sprint,2024 World Triathlon Para Championships Torremolinos-Andalucia,2024-10-17,World Championships,750.0,19100.0,5000.0,645.0,,1822.0,,1127.0,3805.0,,,,False,645.0,3805.0,16254.0,16254.0,645.0,-12449.0,Sprint,86.0,95.39267015706805,225.4,37.738748627881456,23.44976397365533,1:03:25,2024 World Triathlon Para Championships Torremolinos-Andalucia,False,False,True,False,True,False,False,False,False
194191,674083,25535,Gregoire Berthon,France,FINISH,4.0,00:10:12,00:01:24,00:33:14,00:00:38,00:18:48,01:04:16,PTS4 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,612.0,84.0,1994.0,38.0,1128.0,3856.0,,,,False,612.0,3856.0,3856.0,3856.0,612.0,0.0,Sprint,81.6,93.9679547596607,225.6,38.310932798395186,23.805302623871615,1:04:16,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194191,674083,165771,Carson Clough,United States,FINISH,3.0,00:10:19,00:01:46,00:33:43,00:00:34,00:17:49,01:04:11,PTS4 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,619.0,106.0,2023.0,34.0,1069.0,3851.0,,,,False,619.0,3851.0,3851.0,3851.0,619.0,0.0,Sprint,82.53333333333333,95.33459000942507,213.8,37.76173999011369,23.464050139396935,1:04:11,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194191,674083,106183,Alexis Hanquinquant,France,FINISH,1.0,00:09:17,00:01:34,00:32:47,00:00:34,00:17:19,01:01:31,PTS4 Men,sprint,2025 World Triathlon Para Series Yokohama,2025-05-17,World Para Series,750.0,21220.0,5000.0,557.0,94.0,1967.0,34.0,1039.0,3691.0,,,,False,557.0,3691.0,3691.0,3691.0,557.0,0.0,Sprint,74.26666666666667,92.69557021677663,207.8,38.836807320793085,24.13206580172852,1:01:31,2025 World Triathlon Para Series Yokohama,False,False,False,False,False,False,False,False,False
194212,674459,106183,Alexis Hanquinquant,France,FINISH,1.0,00:10:04,00:00:29,00:32:01,00:00:38,00:16:34,00:59:48,PTS4 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,604.0,29.0,1921.0,38.0,994.0,3588.0,,,,False,604.0,3588.0,3586.0,3586.0,604.0,2.0,Sprint,80.53333333333333,91.47619047619048,198.8,39.35450286309214,24.453746798542426,59:48,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674459,165771,Carson Clough,United States,FINISH,4.0,00:11:39,00:00:33,00:34:10,00:00:30,00:18:18,01:05:12,PTS4 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,699.0,33.0,2050.0,30.0,1098.0,3912.0,,,,False,699.0,3912.0,3910.0,3910.0,699.0,2.0,Sprint,93.2,97.61904761904762,219.6,36.87804878048781,22.91495004878049,1:05:12,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194212,674459,100749,Nil Riudavets Victory,Spain,FINISH,3.0,00:12:12,00:00:28,00:34:37,00:00:33,00:16:35,01:04:27,PTS4 Men,sprint,2025 World Triathlon Para Series Taranto,2025-06-07,World Para Series,750.0,21000.0,5000.0,732.0,28.0,2077.0,33.0,995.0,3867.0,,,,False,732.0,3867.0,3865.0,3865.0,732.0,2.0,Sprint,97.6,98.9047619047619,199.0,36.39865190178141,22.61706673086182,1:04:27,2025 World Triathlon Para Series Taranto,False,False,False,False,False,False,False,False,False
194208,674520,113764,Pierre-Antoine Baele,France,FINISH,1.0,00:10:37,00:00:48,00:30:17,00:00:36,00:16:59,00:59:17,PTS4 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,637.0,48.0,1817.0,36.0,1019.0,3557.0,,,,False,637.0,3557.0,3557.0,3557.0,637.0,0.0,Sprint,84.93333333333334,89.0686274509804,203.8,40.41827187671987,25.114742014309304,59:17,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194208,674520,25535,Gregoire Berthon,France,FINISH,3.0,00:10:31,00:00:34,00:29:52,00:00:44,00:19:02,01:00:43,PTS4 Men,sprint,2025 World Triathlon Para Series Montreal,2025-07-19,World Para Series,750.0,20400.0,5000.0,631.0,34.0,1792.0,44.0,1142.0,3643.0,,,,False,631.0,3643.0,3643.0,3643.0,631.0,0.0,Sprint,84.13333333333334,87.84313725490196,228.4,40.982142857142854,25.465115089285714,1:00:43,2025 World Triathlon Para Series Montreal,False,False,False,False,False,False,False,False,False
194856,674892,25535,Gregoire Berthon,France,FINISH,2.0,00:11:36,00:00:55,00:28:20,00:00:53,00:18:53,01:00:40,PTS4 Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,696.0,55.0,1700.0,53.0,1133.0,3640.0,,,,False,696.0,3640.0,3637.0,3637.0,696.0,3.0,Sprint,,89.00523560209423,226.6,40.44705882352942,25.132629388235298,1:00:40,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
194856,674892,100749,Nil Riudavets Victory,Spain,FINISH,1.0,00:12:10,00:00:54,00:29:53,00:00:43,00:16:15,00:59:57,PTS4 Men,sprint,2025 World Triathlon Para Cup Alhandra,2025-09-06,World Para Cup,,19100.0,5000.0,730.0,54.0,1793.0,43.0,975.0,3597.0,,,,False,730.0,3597.0,3595.0,3595.0,730.0,2.0,Sprint,,93.87434554973821,195.0,38.34913552704964,23.829040691578363,59:57,2025 World Triathlon Para Cup Alhandra,False,False,False,False,False,False,False,False,False
188993,674974,100749,Nil Riudavets Victory,Spain,FINISH,3.0,00:10:11,00:00:51,00:32:48,00:00:34,00:16:32,01:00:56,PTS4 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,611.0,51.0,1968.0,34.0,992.0,3656.0,,,,False,611.0,3656.0,3656.0,3656.0,611.0,0.0,Standard,,,,,,1:00:56,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674974,165771,Carson Clough,United States,FINISH,8.0,00:10:36,00:01:21,00:35:01,00:00:30,00:18:13,01:05:41,PTS4 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,636.0,81.0,2101.0,30.0,1093.0,3941.0,,,,False,636.0,3941.0,3941.0,3941.0,636.0,0.0,Standard,,,,,,1:05:41,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674974,113764,Pierre-Antoine Baele,France,FINISH,2.0,00:09:55,00:01:09,00:31:59,00:00:25,00:16:33,01:00:01,PTS4 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,595.0,69.0,1919.0,25.0,993.0,3601.0,,,,False,595.0,3601.0,3601.0,3601.0,595.0,0.0,Standard,,,,,,1:00:01,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
188993,674974,106183,Alexis Hanquinquant,France,FINISH,1.0,00:08:59,00:01:05,00:31:38,00:00:34,00:16:23,00:58:38,PTS4 Men,standard,2025 World Triathlon Para Championships Wollongong,2025-10-15,World Championships,,,,539.0,65.0,1898.0,34.0,983.0,3518.0,,,,False,539.0,3518.0,3519.0,3519.0,539.0,-1.0,Standard,,,,,,58:38,2025 World Triathlon Para Championships Wollongong,False,False,False,False,False,False,False,False,False
194930,674992,25535,Gregoire Berthon,France,FINISH,1.0,00:10:23,00:01:02,00:27:10,00:00:43,00:18:42,00:57:58,PTS4 Men,sprint,2025 World Triathlon Para Cup Alanya,2025-10-26,World Para Cup,750.0,18750.0,4580.0,623.0,62.0,1630.0,43.0,1122.0,3478.0,,,,False,623.0,3478.0,3480.0,3480.0,623.0,-2.0,Sprint,83.06666666666666,86.93333333333334,244.97816593886463,41.41104294478528,25.731621165644174,57:58,2025 World Triathlon Para Cup Alanya,False,False,False,False,False,False,False,False,False
